application_id,customer_id,product_id,agent_id,application_date,requested_face_amount,payment_frequency_requested,underwriting_path,application_status,risk_class,decision_reason,days_to_decision,placement_flag,quoted_annual_premium,replacement_indicator
APP0006093,CUST0000055,PRD_TERM30,AGT00517,2025-08-31,850000,Monthly,Simplified,Postponed,Preferred,Lab follow-up,39,N,1568.41,N
APP0006094,CUST0008460,PRD_WL100,AGT01100,2025-07-18,150000,Monthly,Simplified,Issued,Standard Smoker,Approved as applied,8,Y,4919.22,N
APP0006095,CUST0006403,PRD_TERM30,AGT00368,2023-01-24,1450000,Monthly,Full Underwriting,Issued,Standard Smoker,Approved as applied,32,Y,10020.15,N
APP0006096,CUST0002856,PRD_UL,AGT00185,2024-02-07,925000,Monthly,Full Underwriting,Issued,Preferred,Approved as applied,21,Y,5177.91,N
APP0006097,CUST0011325,PRD_TERM30,AGT00711,2025-10-18,850000,Semiannual,Full Underwriting,Issued,Preferred Plus,Approved as applied,40,Y,2033.34,N
APP0006098,CUST0001661,PRD_TERM30,AGT00159,2024-03-13,300000,Quarterly,Full Underwriting,Issued,Standard,Approved as applied,14,Y,871.80,N
APP0006099,CUST0001918,PRD_TERM20,AGT00969,2024-06-18,1450000,Monthly,Full Underwriting,Issued,Table 2,Approved with table rating,24,Y,5826.97,N
APP0006100,CUST0002580,PRD_WL100,AGT00009,2023-07-13,1000000,Annual,Accelerated,Declined,Decline,Financial underwriting,5,N,0.00,N
APP0006101,CUST0006961,PRD_WL100,AGT00636,2024-03-16,850000,Monthly,Full Underwriting,Issued,Standard,Approved as applied,17,Y,26857.27,N
APP0006102,CUST0007782,PRD_TERM20,AGT00276,2024-10-09,575000,Monthly,Full Underwriting,Issued,Preferred Plus,Approved as applied,24,Y,1445.98,N
APP0006103,CUST0007685,PRD_TERM10,AGT00609,2023-10-05,575000,Monthly,Full Underwriting,Incomplete,Table 4,Missing requirements,10,N,2273.04,N
APP0006104,CUST0012037,PRD_TERM20,AGT00482,2025-09-13,850000,Monthly,Full Underwriting,Issued,Preferred Plus,Approved as applied,27,Y,1570.48,Y
APP0006105,CUST0007874,PRD_TERM20,AGT00648,2025-06-19,150000,Annual,Full Underwriting,Issued,Preferred,Approved as applied,42,Y,208.24,N
APP0006106,CUST0012202,PRD_TERM20,AGT00467,2025-04-19,1725000,Semiannual,Full Underwriting,Issued,Preferred,Approved as applied,16,Y,3171.96,N
APP0006107,CUST0011888,PRD_TERM20,AGT00875,2025-01-11,200000,Annual,Simplified,Issued,Preferred,Approved as applied,26,Y,228.86,N
APP0006108,CUST0005427,PRD_WL100,AGT00326,2024-04-29,75000,Monthly,Simplified,Withdrawn,Standard,Customer did not proceed,18,N,605.97,N
APP0006109,CUST0006588,PRD_FE,AGT00507,2024-12-26,30000,Monthly,Full Underwriting,Issued,Standard,Approved as applied,24,Y,872.81,N
APP0006110,CUST0012452,PRD_IUL,AGT00842,2023-08-28,850000,Monthly,Full Underwriting,Issued,Standard,Approved as applied,9,Y,10667.20,N
APP0006111,CUST0010844,PRD_TERM20,AGT00597,2025-09-01,175000,Monthly,Full Underwriting,Issued,Standard,Approved as applied,16,Y,562.30,N
APP0006112,CUST0001426,PRD_IUL,AGT01154,2025-04-29,125000,Quarterly,Full Underwriting,Withdrawn,Standard,Price objection,16,N,1944.74,N
APP0006113,CUST0006833,PRD_UL,AGT00032,2023-01-16,275000,Monthly,Full Underwriting,Issued,Preferred,Approved as applied,15,Y,1490.62,N
APP0006114,CUST0012218,PRD_TERM10,AGT00470,2023-01-12,1500000,Annual,Accelerated,Issued,Preferred,Approved as applied,4,Y,1609.97,N
APP0006115,CUST0000333,PRD_TERM30,AGT00307,2024-02-17,100000,Monthly,Simplified,Postponed,Standard,Financial documentation,26,N,346.45,N
APP0006116,CUST0008663,PRD_TERM30,AGT00506,2024-04-14,200000,Annual,Simplified,Withdrawn,Preferred Plus,Customer did not proceed,20,N,347.52,N
APP0006117,CUST0002907,PRD_IUL,AGT00092,2025-07-04,1450000,Monthly,Full Underwriting,Withdrawn,Standard,Price objection,9,N,18163.10,N
APP0006118,CUST0011842,PRD_TERM30,AGT00926,2023-12-23,925000,Monthly,Full Underwriting,Issued,Preferred Plus,Approved as applied,19,Y,1596.08,N
APP0006119,CUST0009724,PRD_TERM20,AGT00294,2025-03-24,1450000,Monthly,Full Underwriting,Issued,Standard Smoker,Approved as applied,24,Y,4817.17,Y
APP0006120,CUST0012129,PRD_TERM10,AGT00757,2024-04-20,850000,Monthly,Full Underwriting,Issued,Preferred Plus,Approved as applied,12,Y,768.73,Y
APP0006121,CUST0004721,PRD_TERM10,AGT00380,2024-03-10,1275000,Annual,Full Underwriting,Issued,Table 2,Approved with table rating,34,Y,6007.03,N
APP0006122,CUST0000251,PRD_TERM20,AGT00532,2023-10-19,550000,Monthly,Full Underwriting,Issued,Preferred Plus,Approved as applied,41,Y,794.20,N
APP0006123,CUST0006608,PRD_WL100,AGT00706,2023-08-22,425000,Monthly,Full Underwriting,Issued,Preferred Plus,Approved as applied,33,Y,4735.16,N
APP0006124,CUST0009476,PRD_TERM30,AGT00266,2023-05-09,200000,Monthly,Accelerated,Issued,Standard,Approved as applied,1,Y,452.58,N
APP0006125,CUST0007723,PRD_TERM10,AGT00419,2024-02-16,75000,Semiannual,Simplified,Issued,Standard,Approved as applied,17,Y,206.27,N
APP0006126,CUST0008641,PRD_WL100,AGT00272,2023-01-03,850000,Monthly,Simplified,Issued,Table 2,Approved with table rating,35,Y,23787.35,N
APP0006127,CUST0000795,PRD_TERM10,AGT00672,2024-12-07,75000,Annual,Full Underwriting,Issued,Table 2,Approved with table rating,41,Y,218.24,N
APP0006128,CUST0002836,PRD_WL100,AGT00772,2024-09-01,550000,Monthly,Full Underwriting,Issued,Standard,Approved as applied,29,Y,9728.33,N
APP0006129,CUST0010988,PRD_TERM30,AGT00425,2023-04-04,275000,Monthly,Accelerated,Issued,Preferred Plus,Approved as applied,4,Y,335.01,N
APP0006130,CUST0009695,PRD_TERM20,AGT00855,2024-02-20,1275000,Quarterly,Full Underwriting,Issued,Preferred Plus,Approved as applied,32,Y,1097.20,N
APP0006131,CUST0003197,PRD_FE,AGT00284,2023-08-07,20000,Monthly,Full Underwriting,Issued,Preferred Plus,Approved as applied,29,Y,455.04,N
APP0006132,CUST0007418,PRD_WL100,AGT01085,2025-02-06,200000,Monthly,Simplified,Declined,Decline,Medical history,20,N,0.00,N
APP0006133,CUST0003755,PRD_UL,AGT00901,2024-07-08,125000,Annual,Full Underwriting,Postponed,Standard,Recent medical event,34,N,1027.10,N
APP0006134,CUST0009516,PRD_TERM30,AGT01105,2023-09-16,425000,Monthly,Full Underwriting,Withdrawn,Table 2,Incomplete forms,19,N,1721.00,Y
APP0006135,CUST0005613,PRD_TERM20,AGT01060,2024-11-19,425000,Monthly,Full Underwriting,Declined,Decline,Medical history,29,N,0.00,N
APP0006136,CUST0011045,PRD_FE,AGT00473,2024-08-10,40000,Monthly,Full Underwriting,Issued,Standard Smoker,Approved as applied,18,Y,2726.99,N
APP0006137,CUST0012551,PRD_TERM10,AGT00913,2024-12-08,175000,Monthly,Full Underwriting,Issued,Standard,Approved as applied,10,Y,298.32,N
APP0006138,CUST0005305,PRD_TERM20,AGT01102,2024-12-24,200000,Quarterly,Simplified,Issued,Table 4,Approved with table rating,29,Y,1286.29,Y
APP0006139,CUST0002351,PRD_TERM30,AGT00737,2023-12-19,100000,Monthly,Full Underwriting,Issued,Standard Smoker,Approved as applied,35,Y,735.73,N
APP0006140,CUST0010861,PRD_TERM30,AGT00649,2023-04-21,200000,Monthly,Full Underwriting,Withdrawn,Standard,Incomplete forms,7,N,293.39,N
APP0006141,CUST0010955,PRD_TERM30,AGT00827,2024-04-03,200000,Monthly,Accelerated,Issued,Preferred,Approved as applied,2,Y,386.43,N
APP0006142,CUST0002744,PRD_TERM20,AGT00968,2023-10-26,100000,Monthly,Full Underwriting,Issued,Table 2,Approved with table rating,11,Y,376.11,N
APP0006143,CUST0009028,PRD_TERM30,AGT00989,2025-08-04,100000,Monthly,Accelerated,Issued,Preferred,Approved as applied,3,Y,172.66,N
APP0006144,CUST0004850,PRD_TERM30,AGT00154,2024-09-27,200000,Quarterly,Full Underwriting,Declined,Decline,Build/BMI,19,N,0.00,N
APP0006145,CUST0000281,PRD_TERM20,AGT01139,2023-10-02,425000,Monthly,Accelerated,Issued,Preferred,Approved as applied,7,Y,432.32,N
APP0006146,CUST0001927,PRD_TERM20,AGT00011,2023-01-21,225000,Semiannual,Full Underwriting,Postponed,Standard Smoker,Recent medical event,37,N,1411.45,N
APP0006147,CUST0009962,PRD_TERM20,AGT00783,2025-06-04,125000,Monthly,Full Underwriting,Issued,Preferred,Approved as applied,38,Y,193.14,N
APP0006148,CUST0009013,PRD_TERM20,AGT00689,2025-04-02,350000,Monthly,Full Underwriting,Withdrawn,Preferred Plus,Price objection,5,N,472.90,N
APP0006149,CUST0006791,PRD_TERM30,AGT00088,2023-08-06,425000,Monthly,Accelerated,Issued,Preferred,Approved as applied,6,Y,1051.66,N
APP0006150,CUST0011030,PRD_TERM30,AGT00604,2023-01-26,1100000,Annual,Full Underwriting,Issued,Preferred,Approved as applied,15,Y,2437.90,N
APP0006151,CUST0006070,PRD_UL,AGT01125,2024-11-12,2300000,Annual,Full Underwriting,Issued,Preferred,Approved as applied,8,Y,14703.98,N
APP0006152,CUST0007299,PRD_IUL,AGT00820,2024-04-10,125000,Quarterly,Full Underwriting,Postponed,Standard,Lab follow-up,38,N,1892.78,N
APP0006153,CUST0012473,PRD_TERM30,AGT01113,2024-09-11,425000,Monthly,Full Underwriting,Issued,Preferred Plus,Approved as applied,29,Y,667.01,N
APP0006154,CUST0002833,PRD_TERM20,AGT00319,2025-08-20,575000,Monthly,Simplified,Incomplete,Decline,Missing requirements,13,N,0.00,N
APP0006155,CUST0003673,PRD_TERM20,AGT00471,2024-08-16,850000,Monthly,Accelerated,Issued,Preferred Plus,Approved as applied,4,Y,829.67,N
APP0006156,CUST0012391,PRD_IUL,AGT00019,2025-01-30,1100000,Monthly,Full Underwriting,Withdrawn,Table 2,Customer did not proceed,21,N,16565.73,Y
APP0006157,CUST0010265,PRD_TERM20,AGT00391,2025-03-26,850000,Annual,Accelerated,Withdrawn,Preferred Plus,Customer did not proceed,22,N,747.43,N
APP0006158,CUST0010326,PRD_IUL,AGT01025,2023-04-29,425000,Annual,Full Underwriting,Withdrawn,Preferred Plus,Price objection,23,N,1619.57,N
APP0006159,CUST0003078,PRD_WL100,AGT00149,2025-04-29,125000,Monthly,Accelerated,Issued,Standard,Approved as applied,7,Y,1581.16,N
APP0006160,CUST0002490,PRD_WL100,AGT01042,2023-05-06,425000,Monthly,Accelerated,Issued,Preferred,Approved as applied,2,Y,3738.79,N
APP0006161,CUST0009429,PRD_TERM20,AGT00962,2023-10-29,1050000,Monthly,Simplified,Withdrawn,Decline,Customer did not proceed,13,N,0.00,N
APP0006162,CUST0005451,PRD_TERM20,AGT00668,2025-02-02,175000,Monthly,Simplified,Issued,Preferred Plus,Approved as applied,16,Y,243.46,N
APP0006163,CUST0006477,PRD_TERM10,AGT00255,2024-01-11,400000,Quarterly,Accelerated,Issued,Table 2,Approved with table rating,3,Y,1213.85,N
APP0006164,CUST0011328,PRD_TERM20,AGT00520,2023-12-31,200000,Monthly,Full Underwriting,Issued,Preferred,Approved as applied,23,Y,244.58,N
APP0006165,CUST0008116,PRD_IUL,AGT00775,2024-06-03,850000,Monthly,Simplified,Issued,Preferred Plus,Approved as applied,29,Y,5376.38,N
APP0006166,CUST0004619,PRD_UL,AGT00506,2023-03-13,350000,Monthly,Full Underwriting,Issued,Preferred,Approved as applied,19,Y,1737.26,N
APP0006167,CUST0009169,PRD_TERM30,AGT00764,2025-07-21,1450000,Monthly,Full Underwriting,Issued,Preferred Plus,Approved as applied,11,Y,2542.95,Y
APP0006168,CUST0007872,PRD_WL100,AGT00673,2023-10-04,75000,Monthly,Simplified,Issued,Standard,Approved as applied,33,Y,1443.39,N
APP0006169,CUST0006207,PRD_WL100,AGT00382,2024-12-21,275000,Semiannual,Simplified,Issued,Preferred,Approved as applied,34,Y,2069.53,N
APP0006170,CUST0008167,PRD_TERM30,AGT00084,2024-06-04,100000,Monthly,Accelerated,Declined,Decline,Build/BMI,6,N,0.00,N
APP0006171,CUST0006344,PRD_TERM30,AGT00418,2024-08-17,200000,Monthly,Simplified,Issued,Standard,Approved as applied,34,Y,487.77,N
APP0006172,CUST0011257,PRD_IUL,AGT00416,2023-10-13,150000,Monthly,Full Underwriting,Issued,Preferred Plus,Approved as applied,13,Y,1555.83,N
APP0006173,CUST0005247,PRD_TERM10,AGT00347,2024-01-04,1150000,Monthly,Full Underwriting,Withdrawn,Standard Smoker,Customer did not proceed,8,N,5338.26,N
APP0006174,CUST0007127,PRD_TERM30,AGT00424,2023-12-12,175000,Monthly,Accelerated,Issued,Preferred,Approved as applied,6,Y,336.00,N
APP0006175,CUST0000553,PRD_WL100,AGT00740,2023-11-09,650000,Monthly,Full Underwriting,Issued,Standard,Approved as applied,32,Y,19440.37,N
APP0006176,CUST0000702,PRD_TERM20,AGT00310,2024-12-22,100000,Annual,Full Underwriting,Issued,Preferred Plus,Approved as applied,34,Y,208.27,N
APP0006177,CUST0009039,PRD_TERM30,AGT00382,2025-05-06,650000,Monthly,Simplified,Issued,Table 4,Approved with table rating,42,Y,2742.52,N
APP0006178,CUST0000381,PRD_TERM10,AGT00633,2023-07-08,125000,Quarterly,Accelerated,Declined,Decline,Build/BMI,6,N,0.00,N
APP0006179,CUST0000164,PRD_TERM10,AGT00155,2025-06-04,125000,Monthly,Simplified,Declined,Decline,Build/BMI,15,N,0.00,N
APP0006180,CUST0006738,PRD_TERM20,AGT00009,2025-04-09,850000,Monthly,Full Underwriting,Issued,Preferred Plus,Approved as applied,23,Y,1488.20,N
APP0006181,CUST0002743,PRD_TERM10,AGT00296,2023-09-04,125000,Quarterly,Accelerated,Issued,Table 2,Approved with table rating,4,Y,275.20,N
APP0006182,CUST0004566,PRD_TERM30,AGT00824,2024-12-29,175000,Monthly,Accelerated,Issued,Standard,Approved as applied,6,Y,631.67,N
APP0006183,CUST0006399,PRD_TERM20,AGT00500,2025-11-15,700000,Monthly,Full Underwriting,Issued,Preferred,Approved as applied,22,Y,1091.68,N
APP0006184,CUST0008171,PRD_TERM30,AGT00526,2024-01-20,1150000,Monthly,Accelerated,Postponed,Preferred,Pending physician statement,4,N,2617.03,N
APP0006185,CUST0000748,PRD_TERM20,AGT00166,2023-12-25,650000,Monthly,Simplified,Issued,Standard Smoker,Approved as applied,26,Y,3382.33,N
APP0006186,CUST0003541,PRD_TERM20,AGT00946,2025-02-22,400000,Monthly,Accelerated,Issued,Preferred,Approved as applied,3,Y,661.16,N
APP0006187,CUST0000760,PRD_IUL,AGT01183,2025-10-29,425000,Annual,Full Underwriting,Withdrawn,Standard,Customer did not proceed,20,N,2774.04,N
APP0006188,CUST0009847,PRD_IUL,AGT00339,2025-10-01,225000,Annual,Accelerated,Issued,Preferred,Approved as applied,6,Y,1041.79,N
APP0006189,CUST0003421,PRD_UL,AGT00339,2024-09-04,150000,Monthly,Full Underwriting,Issued,Table 2,Approved with table rating,12,Y,1288.83,N
APP0006190,CUST0012607,PRD_TERM20,AGT01018,2023-03-13,200000,Monthly,Simplified,Issued,Standard Smoker,Approved as applied,39,Y,506.41,N
APP0006191,CUST0003672,PRD_TERM20,AGT00733,2025-03-22,850000,Annual,Simplified,Issued,Preferred Plus,Approved as applied,32,Y,997.39,N
APP0006192,CUST0007307,PRD_TERM20,AGT00289,2024-11-17,2000000,Monthly,Full Underwriting,Issued,Preferred Plus,Approved as applied,35,Y,2281.98,N
APP0006193,CUST0009057,PRD_TERM10,AGT01051,2025-02-09,1500000,Monthly,Full Underwriting,Issued,Preferred Plus,Approved as applied,10,Y,1727.11,N
APP0006194,CUST0004806,PRD_TERM30,AGT01070,2024-02-05,1850000,Annual,Guaranteed Issue,Postponed,Standard Smoker,Pending physician statement,8,N,9685.29,N
APP0006195,CUST0004509,PRD_TERM30,AGT00206,2023-01-17,1725000,Monthly,Full Underwriting,Postponed,Preferred,Lab follow-up,14,N,3693.30,N
APP0006196,CUST0001921,PRD_TERM30,AGT01095,2024-01-26,1275000,Monthly,Full Underwriting,Issued,Preferred,Approved as applied,36,Y,2266.24,N
APP0006197,CUST0006888,PRD_FE,AGT00636,2024-09-23,40000,Monthly,Guaranteed Issue,Issued,Standard,Approved as applied,17,Y,1811.51,Y
APP0006198,CUST0008084,PRD_TERM10,AGT00735,2023-12-10,1050000,Monthly,Full Underwriting,Issued,Preferred Plus,Approved as applied,27,Y,963.34,N
APP0006199,CUST0000955,PRD_TERM20,AGT00694,2023-07-28,275000,Monthly,Accelerated,Issued,Preferred Plus,Approved as applied,1,Y,346.74,N
APP0006200,CUST0007203,PRD_FE,AGT00923,2024-11-25,20000,Monthly,Simplified,Withdrawn,Standard,Customer did not proceed,3,N,837.03,N
APP0006201,CUST0002769,PRD_TERM10,AGT00664,2023-07-21,125000,Annual,Full Underwriting,Postponed,Preferred,Recent medical event,34,N,185.60,N
APP0006202,CUST0008258,PRD_TERM20,AGT01093,2023-04-10,200000,Monthly,Accelerated,Issued,Preferred Plus,Approved as applied,1,Y,437.34,N
APP0006203,CUST0003380,PRD_TERM30,AGT00629,2025-07-03,1400000,Semiannual,Simplified,Issued,Preferred,Approved as applied,26,Y,2552.20,N
APP0006204,CUST0000583,PRD_TERM30,AGT00411,2024-07-04,425000,Monthly,Guaranteed Issue,Issued,Preferred,Approved as applied,26,Y,1051.61,N
APP0006205,CUST0007018,PRD_TERM30,AGT00272,2023-02-03,925000,Monthly,Full Underwriting,Withdrawn,Standard,Price objection,14,N,3133.09,N
APP0006206,CUST0012499,PRD_TERM30,AGT00632,2023-08-14,175000,Quarterly,Accelerated,Issued,Preferred Plus,Approved as applied,1,Y,332.84,N
APP0006207,CUST0003011,PRD_TERM20,AGT00285,2025-09-11,175000,Semiannual,Accelerated,Issued,Preferred Plus,Approved as applied,4,Y,243.46,N
APP0006208,CUST0010597,PRD_TERM20,AGT00588,2025-10-12,550000,Annual,Full Underwriting,Issued,Preferred Plus,Approved as applied,24,Y,613.20,N
APP0006209,CUST0008020,PRD_UL,AGT00512,2025-05-21,125000,Monthly,Full Underwriting,Issued,Table 4,Approved with table rating,39,Y,4414.95,N
APP0006210,CUST0005078,PRD_TERM20,AGT01020,2024-10-12,100000,Semiannual,Full Underwriting,Issued,Standard,Approved as applied,36,Y,310.98,N
APP0006211,CUST0010497,PRD_TERM20,AGT00382,2024-10-21,200000,Monthly,Full Underwriting,Issued,Standard,Approved as applied,23,Y,376.00,N
APP0006212,CUST0002471,PRD_TERM20,AGT01192,2024-03-23,200000,Monthly,Full Underwriting,Issued,Preferred,Approved as applied,32,Y,567.70,N
APP0006213,CUST0008569,PRD_WL100,AGT01095,2024-03-18,850000,Monthly,Accelerated,Issued,Preferred Plus,Approved as applied,1,Y,8207.09,N
APP0006214,CUST0011170,PRD_TERM10,AGT00461,2023-11-12,425000,Monthly,Full Underwriting,Incomplete,Table 2,Missing requirements,18,N,1286.71,N
APP0006215,CUST0004401,PRD_TERM10,AGT00631,2023-06-02,400000,Monthly,Full Underwriting,Issued,Preferred,Approved as applied,28,Y,464.50,N
APP0006216,CUST0012324,PRD_FE,AGT00313,2024-08-02,25000,Annual,Simplified,Issued,Table 2,Approved with table rating,22,Y,1266.91,N
APP0006217,CUST0006499,PRD_TERM10,AGT01052,2023-02-11,1150000,Monthly,Simplified,Postponed,Preferred,Lab follow-up,42,N,1543.51,N
APP0006218,CUST0008923,PRD_IUL,AGT00300,2025-02-02,1050000,Quarterly,Full Underwriting,Issued,Standard Smoker,Approved as applied,30,Y,19974.67,N
APP0006219,CUST0002260,PRD_TERM20,AGT00996,2023-11-30,1700000,Monthly,Full Underwriting,Declined,Decline,Medical history,29,N,0.00,N
APP0006220,CUST0001021,PRD_UL,AGT00702,2025-01-14,100000,Annual,Simplified,Issued,Standard,Approved as applied,39,Y,973.29,N
APP0006221,CUST0009888,PRD_TERM30,AGT01040,2024-11-24,850000,Monthly,Full Underwriting,Issued,Table 2,Approved with table rating,38,Y,3394.00,N
APP0006222,CUST0012299,PRD_WL100,AGT00849,2025-04-06,150000,Monthly,Simplified,Issued,Standard,Approved as applied,30,Y,1521.26,N
APP0006223,CUST0006813,PRD_TERM10,AGT00199,2024-04-13,200000,Annual,Full Underwriting,Declined,Decline,Medical history,42,N,0.00,N
APP0006224,CUST0004748,PRD_TERM30,AGT00415,2024-06-09,1450000,Monthly,Full Underwriting,Issued,Standard,Approved as applied,32,Y,3236.30,N
APP0006225,CUST0003485,PRD_WL100,AGT01004,2025-08-23,575000,Quarterly,Accelerated,Postponed,Table 2,Financial documentation,4,N,8763.97,N
APP0006226,CUST0012142,PRD_TERM10,AGT01034,2023-01-09,850000,Quarterly,Full Underwriting,Issued,Standard,Approved as applied,20,Y,726.49,N
APP0006227,CUST0011536,PRD_TERM10,AGT00798,2025-10-22,125000,Semiannual,Full Underwriting,Issued,Preferred Plus,Approved as applied,33,Y,254.43,Y
APP0006228,CUST0011969,PRD_IUL,AGT00490,2024-02-07,200000,Monthly,Accelerated,Issued,Preferred,Approved as applied,8,Y,1388.04,N
APP0006229,CUST0006581,PRD_TERM30,AGT00778,2025-09-29,100000,Monthly,Full Underwriting,Issued,Preferred,Approved as applied,17,Y,284.16,N
APP0006230,CUST0002493,PRD_TERM20,AGT00406,2024-08-23,125000,Monthly,Full Underwriting,Issued,Standard,Approved as applied,20,Y,425.69,N
APP0006231,CUST0002801,PRD_FE,AGT00564,2025-07-04,50000,Quarterly,Full Underwriting,Issued,Standard,Approved as applied,13,Y,3682.42,N
APP0006232,CUST0010094,PRD_TERM30,AGT00016,2025-10-20,650000,Annual,Full Underwriting,Issued,Preferred,Approved as applied,38,Y,1965.00,N
APP0006233,CUST0004640,PRD_TERM20,AGT00140,2025-10-20,925000,Annual,Full Underwriting,Withdrawn,Preferred,Customer did not proceed,18,N,1316.88,N
APP0006234,CUST0011679,PRD_TERM10,AGT00684,2024-03-26,575000,Annual,Full Underwriting,Postponed,Standard,Pending physician statement,22,N,893.62,N
APP0006235,CUST0010354,PRD_TERM30,AGT01063,2025-07-03,100000,Quarterly,Simplified,Issued,Preferred Plus,Approved as applied,13,Y,294.91,N
APP0006236,CUST0012490,PRD_TERM20,AGT00359,2023-01-27,350000,Monthly,Full Underwriting,Issued,Table 2,Approved with table rating,28,Y,1923.48,N
APP0006237,CUST0011024,PRD_UL,AGT01051,2024-05-19,100000,Monthly,Full Underwriting,Issued,Standard Smoker,Approved as applied,32,Y,3868.90,N
APP0006238,CUST0004423,PRD_IUL,AGT01155,2024-04-11,200000,Semiannual,Full Underwriting,Issued,Standard,Approved as applied,24,Y,1261.46,Y
APP0006239,CUST0007737,PRD_TERM20,AGT00923,2024-05-07,650000,Monthly,Accelerated,Issued,Standard,Approved as applied,4,Y,1144.03,N
APP0006240,CUST0008831,PRD_WL100,AGT00854,2025-11-14,125000,Monthly,Full Underwriting,Withdrawn,Standard,Customer did not proceed,16,N,835.15,N
APP0006241,CUST0000540,PRD_TERM20,AGT01095,2025-04-04,650000,Annual,Full Underwriting,Issued,Standard,Approved as applied,26,Y,2182.66,N
APP0006242,CUST0006786,PRD_WL100,AGT00641,2025-04-29,75000,Monthly,Full Underwriting,Issued,Preferred,Approved as applied,41,Y,681.47,N
APP0006243,CUST0000238,PRD_TERM20,AGT00161,2023-01-22,1100000,Monthly,Guaranteed Issue,Issued,Standard,Approved as applied,15,Y,3280.62,Y
APP0006244,CUST0011836,PRD_WL100,AGT00925,2025-06-04,1000000,Quarterly,Accelerated,Issued,Preferred Plus,Approved as applied,1,Y,8637.50,N
APP0006245,CUST0012654,PRD_TERM20,AGT00334,2025-07-07,1050000,Annual,Full Underwriting,Issued,Preferred,Approved as applied,16,Y,1488.35,N
APP0006246,CUST0009443,PRD_TERM10,AGT00438,2023-05-03,1500000,Monthly,Full Underwriting,Withdrawn,Preferred Plus,Price objection,3,N,1822.95,N
APP0006247,CUST0000684,PRD_TERM20,AGT00814,2024-03-15,100000,Monthly,Simplified,Issued,Preferred,Approved as applied,11,Y,181.42,N
APP0006248,CUST0000687,PRD_TERM10,AGT00753,2024-10-18,1050000,Monthly,Full Underwriting,Declined,Decline,Prescription history,16,N,0.00,N
APP0006249,CUST0003651,PRD_TERM20,AGT00333,2024-05-06,125000,Monthly,Full Underwriting,Issued,Preferred Plus,Approved as applied,19,Y,172.93,N
APP0006250,CUST0009537,PRD_TERM20,AGT00485,2023-07-31,1275000,Monthly,Full Underwriting,Issued,Standard,Approved as applied,39,Y,3794.89,N
APP0006251,CUST0011920,PRD_TERM30,AGT01145,2023-10-14,575000,Monthly,Full Underwriting,Issued,Preferred,Approved as applied,23,Y,689.39,N
APP0006252,CUST0009447,PRD_TERM10,AGT00454,2023-11-18,125000,Semiannual,Accelerated,Issued,Preferred Plus,Approved as applied,2,Y,153.99,N
APP0006253,CUST0012236,PRD_TERM10,AGT00614,2025-03-24,575000,Monthly,Simplified,Issued,Preferred Plus,Approved as applied,38,Y,522.17,N
APP0006254,CUST0000033,PRD_TERM20,AGT01109,2025-03-06,725000,Monthly,Full Underwriting,Issued,Table 2,Approved with table rating,39,Y,2404.32,N
APP0006255,CUST0008843,PRD_WL100,AGT00425,2025-04-19,550000,Monthly,Full Underwriting,Issued,Preferred,Approved as applied,13,Y,3470.55,N
APP0006256,CUST0006794,PRD_TERM10,AGT00804,2023-01-20,125000,Quarterly,Full Underwriting,Issued,Standard,Approved as applied,20,Y,448.15,N
APP0006257,CUST0006033,PRD_WL100,AGT00242,2025-04-18,425000,Annual,Full Underwriting,Issued,Preferred,Approved as applied,18,Y,4657.24,N
APP0006258,CUST0011965,PRD_IUL,AGT00807,2023-06-13,225000,Monthly,Simplified,Issued,Preferred Plus,Approved as applied,12,Y,1087.05,N
APP0006259,CUST0012466,PRD_WL100,AGT00892,2024-11-19,850000,Annual,Full Underwriting,Issued,Standard,Approved as applied,11,Y,24712.53,N
APP0006260,CUST0002699,PRD_WL100,AGT00051,2024-12-20,225000,Monthly,Simplified,Issued,Preferred Plus,Approved as applied,18,Y,2979.47,N
APP0006261,CUST0003234,PRD_TERM10,AGT00320,2023-02-05,200000,Annual,Simplified,Issued,Preferred Plus,Approved as applied,42,Y,298.18,N
APP0006262,CUST0009891,PRD_TERM10,AGT00247,2023-07-14,850000,Quarterly,Full Underwriting,Issued,Table 2,Approved with table rating,30,Y,2286.13,N
APP0006263,CUST0011807,PRD_TERM20,AGT00329,2025-10-02,300000,Monthly,Accelerated,Issued,Preferred,Approved as applied,8,Y,785.46,N
APP0006264,CUST0000349,PRD_WL100,AGT00977,2025-09-28,200000,Monthly,Full Underwriting,Issued,Preferred,Approved as applied,31,Y,2992.37,N
APP0006265,CUST0005945,PRD_TERM10,AGT00724,2024-01-06,1150000,Monthly,Full Underwriting,Incomplete,Table 4,Missing requirements,19,N,4838.93,N
APP0006266,CUST0010587,PRD_TERM20,AGT00583,2025-07-28,100000,Quarterly,Full Underwriting,Issued,Standard Smoker,Approved as applied,39,Y,482.22,N
APP0006267,CUST0007312,PRD_FE,AGT00228,2025-07-24,10000,Monthly,Full Underwriting,Issued,Standard,Approved as applied,12,Y,401.03,N
APP0006268,CUST0012039,PRD_TERM10,AGT00919,2023-01-28,75000,Monthly,Full Underwriting,Postponed,Preferred Plus,Recent medical event,20,N,117.12,Y
APP0006269,CUST0008165,PRD_TERM30,AGT00869,2025-08-23,125000,Monthly,Full Underwriting,Issued,Table 4,Approved with table rating,28,Y,595.75,N
