beneficiary_id,policy_id,beneficiary_sequence,relationship_to_insured,beneficiary_share_pct,irrevocable_flag
BEN00005526,POL0004172,2,Spouse,25,N
BEN00005527,POL0004173,1,Spouse,100,N
BEN00005528,POL0004174,1,Other,100,N
BEN00005529,POL0004175,1,Spouse,100,N
BEN00005530,POL0004176,1,Parent,100,N
BEN00005531,POL0004177,1,Trust,100,N
BEN00005532,POL0004178,1,Child,100,N
BEN00005533,POL0004179,1,Spouse,100,N
BEN00005534,POL0004180,1,Spouse,100,N
BEN00005535,POL0004181,1,Spouse,25,N
BEN00005536,POL0004181,2,Spouse,33,N
BEN00005537,POL0004181,3,Spouse,42,N
BEN00005538,POL0004182,1,Sibling,100,N
BEN00005539,POL0004183,1,Trust,100,N
BEN00005540,POL0004184,1,Spouse,100,N
BEN00005541,POL0004185,1,Spouse,33,Y
BEN00005542,POL0004185,2,Spouse,50,N
BEN00005543,POL0004185,3,Child,17,N
BEN00005544,POL0004186,1,Spouse,100,N
BEN00005545,POL0004187,1,Trust,100,N
BEN00005546,POL0004188,1,Child,100,N
BEN00005547,POL0004189,1,Spouse,100,N
BEN00005548,POL0004190,1,Child,100,N
BEN00005549,POL0004191,1,Parent,60,Y
BEN00005550,POL0004191,2,Other,40,N
BEN00005551,POL0004192,1,Child,100,N
BEN00005552,POL0004193,1,Parent,100,N
BEN00005553,POL0004194,1,Spouse,40,N
BEN00005554,POL0004194,2,Spouse,60,N
BEN00005555,POL0004195,1,Other,100,N
BEN00005556,POL0004196,1,Spouse,100,N
BEN00005557,POL0004197,1,Parent,100,N
BEN00005558,POL0004198,1,Child,100,N
BEN00005559,POL0004199,1,Child,100,N
BEN00005560,POL0004200,1,Child,100,N
BEN00005561,POL0004201,1,Spouse,100,N
BEN00005562,POL0004202,1,Parent,100,N
BEN00005563,POL0004203,1,Trust,60,N
BEN00005564,POL0004203,2,Spouse,40,N
BEN00005565,POL0004204,1,Child,100,N
BEN00005566,POL0004205,1,Other,60,N
BEN00005567,POL0004205,2,Spouse,40,N
BEN00005568,POL0004206,1,Child,40,N
BEN00005569,POL0004206,2,Spouse,60,N
BEN00005570,POL0004207,1,Spouse,60,N
BEN00005571,POL0004207,2,Trust,40,N
BEN00005572,POL0004208,1,Spouse,33,N
BEN00005573,POL0004208,2,Child,67,N
BEN00005574,POL0004209,1,Spouse,100,N
BEN00005575,POL0004210,1,Spouse,60,N
BEN00005576,POL0004210,2,Parent,40,N
BEN00005577,POL0004211,1,Child,40,N
BEN00005578,POL0004211,2,Child,60,N
BEN00005579,POL0004212,1,Child,100,N
BEN00005580,POL0004213,1,Spouse,25,N
BEN00005581,POL0004213,2,Sibling,75,N
BEN00005582,POL0004214,1,Spouse,100,N
BEN00005583,POL0004215,1,Spouse,60,N
BEN00005584,POL0004215,2,Child,40,N
BEN00005585,POL0004216,1,Spouse,100,N
BEN00005586,POL0004217,1,Spouse,100,Y
BEN00005587,POL0004218,1,Spouse,100,N
BEN00005588,POL0004219,1,Spouse,100,N
BEN00005589,POL0004220,1,Parent,100,N
BEN00005590,POL0004221,1,Parent,60,N
BEN00005591,POL0004221,2,Spouse,40,N
BEN00005592,POL0004222,1,Child,100,N
BEN00005593,POL0004223,1,Child,100,N
BEN00005594,POL0004224,1,Spouse,100,Y
BEN00005595,POL0004225,1,Trust,60,N
BEN00005596,POL0004225,2,Child,40,N
BEN00005597,POL0004226,1,Spouse,100,N
BEN00005598,POL0004227,1,Spouse,75,N
BEN00005599,POL0004227,2,Child,25,N
BEN00005600,POL0004228,1,Child,75,N
BEN00005601,POL0004228,2,Other,15,N
BEN00005602,POL0004228,3,Parent,10,N
BEN00005603,POL0004229,1,Spouse,100,N
BEN00005604,POL0004230,1,Parent,100,Y
BEN00005605,POL0004231,1,Spouse,75,N
BEN00005606,POL0004231,2,Child,25,N
BEN00005607,POL0004232,1,Child,40,N
BEN00005608,POL0004232,2,Spouse,50,N
BEN00005609,POL0004232,3,Spouse,10,N
BEN00005610,POL0004233,1,Child,75,N
BEN00005611,POL0004233,2,Spouse,15,N
BEN00005612,POL0004233,3,Child,10,N
BEN00005613,POL0004234,1,Spouse,60,N
BEN00005614,POL0004234,2,Spouse,40,N
BEN00005615,POL0004235,1,Child,60,N
BEN00005616,POL0004235,2,Child,40,N
BEN00005617,POL0004236,1,Trust,25,N
BEN00005618,POL0004236,2,Child,75,N
BEN00005619,POL0004237,1,Child,100,N
BEN00005620,POL0004238,1,Child,100,N
BEN00005621,POL0004239,1,Spouse,33,N
BEN00005622,POL0004239,2,Spouse,67,N
BEN00005623,POL0004240,1,Spouse,100,N
BEN00005624,POL0004241,1,Spouse,100,N
BEN00005625,POL0004242,1,Spouse,40,N
BEN00005626,POL0004242,2,Parent,60,N
BEN00005627,POL0004243,1,Spouse,60,N
BEN00005628,POL0004243,2,Spouse,40,N
BEN00005629,POL0004244,1,Parent,100,N
BEN00005630,POL0004245,1,Other,40,N
BEN00005631,POL0004245,2,Child,60,N
BEN00005632,POL0004246,1,Spouse,100,N
BEN00005633,POL0004247,1,Child,100,N
BEN00005634,POL0004248,1,Spouse,100,N
BEN00005635,POL0004249,1,Trust,100,N
BEN00005636,POL0004250,1,Spouse,100,N
BEN00005637,POL0004251,1,Parent,100,N
BEN00005638,POL0004252,1,Child,100,N
BEN00005639,POL0004253,1,Trust,60,N
BEN00005640,POL0004253,2,Spouse,40,N
BEN00005641,POL0004254,1,Parent,100,N
BEN00005642,POL0004255,1,Spouse,100,N
BEN00005643,POL0004256,1,Spouse,100,N
BEN00005644,POL0004257,1,Spouse,100,N
BEN00005645,POL0004258,1,Sibling,100,N
BEN00005646,POL0004259,1,Spouse,100,N
BEN00005647,POL0004260,1,Spouse,100,N
BEN00005648,POL0004261,1,Spouse,33,N
BEN00005649,POL0004261,2,Spouse,67,N
BEN00005650,POL0004262,1,Spouse,100,N
BEN00005651,POL0004263,1,Child,100,N
BEN00005652,POL0004264,1,Sibling,100,Y
BEN00005653,POL0004265,1,Spouse,100,N
BEN00005654,POL0004266,1,Spouse,100,N
BEN00005655,POL0004267,1,Spouse,25,N
BEN00005656,POL0004267,2,Spouse,75,N
BEN00005657,POL0004268,1,Child,100,N
BEN00005658,POL0004269,1,Spouse,100,N
BEN00005659,POL0004270,1,Child,100,N
BEN00005660,POL0004271,1,Spouse,40,N
BEN00005661,POL0004271,2,Child,60,N
BEN00005662,POL0004272,1,Parent,100,N
BEN00005663,POL0004273,1,Child,25,N
BEN00005664,POL0004273,2,Spouse,75,N
BEN00005665,POL0004274,1,Parent,100,N
BEN00005666,POL0004275,1,Spouse,100,N
BEN00005667,POL0004276,1,Child,100,N
BEN00005668,POL0004277,1,Spouse,100,N
BEN00005669,POL0004278,1,Spouse,100,N
BEN00005670,POL0004279,1,Child,100,N
BEN00005671,POL0004280,1,Spouse,100,N
BEN00005672,POL0004281,1,Spouse,100,N
BEN00005673,POL0004282,1,Child,100,N
BEN00005674,POL0004283,1,Parent,100,N
BEN00005675,POL0004284,1,Child,60,N
BEN00005676,POL0004284,2,Child,40,N
BEN00005677,POL0004285,1,Child,100,N
BEN00005678,POL0004286,1,Child,100,N
BEN00005679,POL0004287,1,Child,33,N
BEN00005680,POL0004287,2,Child,67,N
BEN00005681,POL0004288,1,Child,75,N
BEN00005682,POL0004288,2,Sibling,25,N
BEN00005683,POL0004289,1,Parent,100,N
BEN00005684,POL0004290,1,Spouse,100,N
BEN00005685,POL0004291,1,Spouse,100,N
BEN00005686,POL0004292,1,Spouse,100,N
BEN00005687,POL0004293,1,Spouse,75,N
BEN00005688,POL0004293,2,Child,25,N
BEN00005689,POL0004294,1,Child,100,N
BEN00005690,POL0004295,1,Child,100,N
BEN00005691,POL0004296,1,Spouse,40,N
BEN00005692,POL0004296,2,Spouse,60,N
BEN00005693,POL0004297,1,Child,100,N
BEN00005694,POL0004298,1,Spouse,100,N
BEN00005695,POL0004299,1,Sibling,100,N
BEN00005696,POL0004300,1,Trust,100,N
BEN00005697,POL0004301,1,Spouse,100,N
BEN00005698,POL0004302,1,Child,100,Y
BEN00005699,POL0004303,1,Spouse,100,N
BEN00005700,POL0004304,1,Spouse,75,N
BEN00005701,POL0004304,2,Parent,15,N
BEN00005702,POL0004304,3,Spouse,10,N
BEN00005703,POL0004305,1,Spouse,100,N
BEN00005704,POL0004306,1,Spouse,25,Y
BEN00005705,POL0004306,2,Child,75,N
BEN00005706,POL0004307,1,Child,100,N
BEN00005707,POL0004308,1,Child,33,N
BEN00005708,POL0004308,2,Other,67,N
BEN00005709,POL0004309,1,Child,100,N
BEN00005710,POL0004310,1,Child,100,N
BEN00005711,POL0004311,1,Child,50,Y
BEN00005712,POL0004311,2,Child,50,N
BEN00005713,POL0004312,1,Spouse,100,N
BEN00005714,POL0004313,1,Trust,100,N
BEN00005715,POL0004314,1,Parent,100,N
BEN00005716,POL0004315,1,Other,100,N
BEN00005717,POL0004316,1,Spouse,50,N
BEN00005718,POL0004316,2,Spouse,50,N
BEN00005719,POL0004317,1,Spouse,75,N
BEN00005720,POL0004317,2,Spouse,25,N
BEN00005721,POL0004318,1,Spouse,100,N
BEN00005722,POL0004319,1,Child,100,N
BEN00005723,POL0004320,1,Child,100,N
BEN00005724,POL0004321,1,Child,33,N
BEN00005725,POL0004321,2,Child,67,N
BEN00005726,POL0004322,1,Spouse,40,N
BEN00005727,POL0004322,2,Child,60,N
BEN00005728,POL0004323,1,Spouse,75,N
BEN00005729,POL0004323,2,Trust,25,N
BEN00005730,POL0004324,1,Child,60,N
BEN00005731,POL0004324,2,Spouse,40,N
BEN00005732,POL0004325,1,Spouse,50,N
BEN00005733,POL0004325,2,Spouse,50,N
BEN00005734,POL0004326,1,Child,100,Y
BEN00005735,POL0004327,1,Child,100,N
BEN00005736,POL0004328,1,Spouse,100,N
BEN00005737,POL0004329,1,Child,100,N
BEN00005738,POL0004330,1,Spouse,100,Y
BEN00005739,POL0004331,1,Spouse,100,N
BEN00005740,POL0004332,1,Child,100,N
BEN00005741,POL0004333,1,Child,100,N
BEN00005742,POL0004334,1,Spouse,25,N
BEN00005743,POL0004334,2,Parent,75,Y
BEN00005744,POL0004335,1,Child,50,N
BEN00005745,POL0004335,2,Trust,50,N
BEN00005746,POL0004336,1,Trust,100,N
BEN00005747,POL0004337,1,Child,100,N
BEN00005748,POL0004338,1,Parent,100,N
BEN00005749,POL0004339,1,Parent,50,N
BEN00005750,POL0004339,2,Child,50,N
BEN00005751,POL0004340,1,Spouse,100,N
BEN00005752,POL0004341,1,Child,100,N
BEN00005753,POL0004342,1,Parent,33,N
BEN00005754,POL0004342,2,Child,67,N
BEN00005755,POL0004343,1,Parent,33,N
BEN00005756,POL0004343,2,Spouse,67,N
BEN00005757,POL0004344,1,Spouse,100,N
BEN00005758,POL0004345,1,Spouse,100,N
BEN00005759,POL0004346,1,Spouse,100,N
BEN00005760,POL0004347,1,Sibling,100,N
BEN00005761,POL0004348,1,Spouse,100,N
BEN00005762,POL0004349,1,Sibling,100,N
BEN00005763,POL0004350,1,Spouse,100,N
BEN00005764,POL0004351,1,Spouse,50,N
BEN00005765,POL0004351,2,Parent,50,N
BEN00005766,POL0004352,1,Child,100,N
BEN00005767,POL0004353,1,Spouse,60,N
BEN00005768,POL0004353,2,Parent,40,N
BEN00005769,POL0004354,1,Spouse,100,N
BEN00005770,POL0004355,1,Child,75,N
BEN00005771,POL0004355,2,Trust,25,N
BEN00005772,POL0004356,1,Child,100,N
BEN00005773,POL0004357,1,Child,100,N
BEN00005774,POL0004358,1,Child,100,N
BEN00005775,POL0004359,1,Trust,75,N
BEN00005776,POL0004359,2,Child,25,N
BEN00005777,POL0004360,1,Spouse,100,N
BEN00005778,POL0004361,1,Parent,100,N
BEN00005779,POL0004362,1,Other,100,N
BEN00005780,POL0004363,1,Child,100,N
BEN00005781,POL0004364,1,Child,40,N
BEN00005782,POL0004364,2,Spouse,60,N
BEN00005783,POL0004365,1,Spouse,100,N
BEN00005784,POL0004366,1,Child,50,N
BEN00005785,POL0004366,2,Spouse,50,N
BEN00005786,POL0004367,1,Spouse,100,N
BEN00005787,POL0004368,1,Child,100,N
BEN00005788,POL0004369,1,Child,100,N
BEN00005789,POL0004370,1,Spouse,100,N
BEN00005790,POL0004371,1,Child,100,N
BEN00005791,POL0004372,1,Child,50,N
BEN00005792,POL0004372,2,Spouse,50,N
BEN00005793,POL0004373,1,Spouse,100,N
BEN00005794,POL0004374,1,Spouse,100,N
BEN00005795,POL0004375,1,Child,33,N
BEN00005796,POL0004375,2,Spouse,67,N
BEN00005797,POL0004376,1,Child,75,N
BEN00005798,POL0004376,2,Child,25,N
BEN00005799,POL0004377,1,Sibling,100,N
BEN00005800,POL0004378,1,Child,100,N
BEN00005801,POL0004379,1,Child,100,N
BEN00005802,POL0004380,1,Child,100,N
BEN00005803,POL0004381,1,Spouse,100,N
BEN00005804,POL0004382,1,Sibling,100,N
BEN00005805,POL0004383,1,Child,100,N
BEN00005806,POL0004384,1,Child,25,N
BEN00005807,POL0004384,2,Spouse,25,N
BEN00005808,POL0004384,3,Child,50,N
BEN00005809,POL0004385,1,Spouse,100,N
BEN00005810,POL0004386,1,Parent,100,N
BEN00005811,POL0004387,1,Trust,100,N
BEN00005812,POL0004388,1,Child,100,N
BEN00005813,POL0004389,1,Child,100,N
BEN00005814,POL0004390,1,Spouse,100,N
BEN00005815,POL0004391,1,Spouse,33,N
BEN00005816,POL0004391,2,Spouse,67,N
BEN00005817,POL0004392,1,Spouse,50,Y
BEN00005818,POL0004392,2,Trust,40,N
BEN00005819,POL0004392,3,Spouse,10,N
BEN00005820,POL0004393,1,Other,25,N
BEN00005821,POL0004393,2,Other,75,N
BEN00005822,POL0004394,1,Child,100,N
BEN00005823,POL0004395,1,Child,100,N
BEN00005824,POL0004396,1,Spouse,50,N
BEN00005825,POL0004396,2,Sibling,50,N
BEN00005826,POL0004397,1,Spouse,100,N
BEN00005827,POL0004398,1,Parent,40,N
BEN00005828,POL0004398,2,Sibling,60,N
BEN00005829,POL0004399,1,Other,100,N
BEN00005830,POL0004400,1,Child,100,N
BEN00005831,POL0004401,1,Spouse,100,N
BEN00005832,POL0004402,1,Other,40,N
BEN00005833,POL0004402,2,Trust,25,N
BEN00005834,POL0004402,3,Child,35,N
BEN00005835,POL0004403,1,Child,100,N
BEN00005836,POL0004404,1,Child,50,N
BEN00005837,POL0004404,2,Spouse,50,N
BEN00005838,POL0004405,1,Child,60,N
BEN00005839,POL0004405,2,Child,30,N
BEN00005840,POL0004405,3,Spouse,10,N
BEN00005841,POL0004406,1,Spouse,60,N
BEN00005842,POL0004406,2,Spouse,40,N
BEN00005843,POL0004407,1,Child,100,N
BEN00005844,POL0004408,1,Child,100,N
BEN00005845,POL0004409,1,Spouse,100,N
BEN00005846,POL0004410,1,Spouse,100,N
BEN00005847,POL0004411,1,Child,60,N
BEN00005848,POL0004411,2,Spouse,40,N
BEN00005849,POL0004412,1,Spouse,33,N
BEN00005850,POL0004412,2,Spouse,67,N
BEN00005851,POL0004413,1,Spouse,100,N
BEN00005852,POL0004414,1,Child,100,N
BEN00005853,POL0004415,1,Parent,100,N
BEN00005854,POL0004416,1,Spouse,100,N
BEN00005855,POL0004417,1,Spouse,100,N
BEN00005856,POL0004418,1,Spouse,100,N
BEN00005857,POL0004419,1,Other,25,N
BEN00005858,POL0004419,2,Spouse,75,N
BEN00005859,POL0004420,1,Spouse,100,N
BEN00005860,POL0004421,1,Spouse,100,N
BEN00005861,POL0004422,1,Spouse,100,N
BEN00005862,POL0004423,1,Child,100,N
BEN00005863,POL0004424,1,Child,100,N
BEN00005864,POL0004425,1,Spouse,60,N
BEN00005865,POL0004425,2,Child,40,N
BEN00005866,POL0004426,1,Spouse,100,N
BEN00005867,POL0004427,1,Spouse,100,N
BEN00005868,POL0004428,1,Spouse,100,N
BEN00005869,POL0004429,1,Spouse,100,N
BEN00005870,POL0004430,1,Child,100,N
BEN00005871,POL0004431,1,Child,60,N
BEN00005872,POL0004431,2,Spouse,40,N
BEN00005873,POL0004432,1,Child,100,N
BEN00005874,POL0004433,1,Spouse,100,N
BEN00005875,POL0004434,1,Sibling,100,N
BEN00005876,POL0004435,1,Spouse,33,N
BEN00005877,POL0004435,2,Spouse,33,N
BEN00005878,POL0004435,3,Spouse,34,N
BEN00005879,POL0004436,1,Child,100,N
BEN00005880,POL0004437,1,Child,100,N
BEN00005881,POL0004438,1,Child,100,N
BEN00005882,POL0004439,1,Spouse,75,N
BEN00005883,POL0004439,2,Child,25,N
BEN00005884,POL0004440,1,Spouse,100,N
BEN00005885,POL0004441,1,Parent,100,N
BEN00005886,POL0004442,1,Spouse,50,N
BEN00005887,POL0004442,2,Trust,50,N
BEN00005888,POL0004443,1,Child,100,N
BEN00005889,POL0004444,1,Spouse,100,N
BEN00005890,POL0004445,1,Spouse,100,N
BEN00005891,POL0004446,1,Spouse,100,N
BEN00005892,POL0004447,1,Spouse,60,N
BEN00005893,POL0004447,2,Parent,40,N
BEN00005894,POL0004448,1,Trust,100,N
BEN00005895,POL0004449,1,Child,100,N
BEN00005896,POL0004450,1,Trust,100,N
BEN00005897,POL0004451,1,Spouse,100,N
BEN00005898,POL0004452,1,Spouse,100,N
BEN00005899,POL0004453,1,Spouse,100,N
BEN00005900,POL0004454,1,Spouse,100,N
BEN00005901,POL0004455,1,Trust,100,N
BEN00005902,POL0004456,1,Spouse,100,N
BEN00005903,POL0004457,1,Parent,33,N
BEN00005904,POL0004457,2,Child,67,N
BEN00005905,POL0004458,1,Sibling,100,N
BEN00005906,POL0004459,1,Spouse,100,N
BEN00005907,POL0004460,1,Child,40,N
BEN00005908,POL0004460,2,Spouse,50,N
BEN00005909,POL0004460,3,Spouse,10,N
BEN00005910,POL0004461,1,Child,100,N
BEN00005911,POL0004462,1,Child,100,N
BEN00005912,POL0004463,1,Child,75,N
BEN00005913,POL0004463,2,Spouse,25,N
BEN00005914,POL0004464,1,Spouse,100,N
BEN00005915,POL0004465,1,Spouse,100,N
BEN00005916,POL0004466,1,Spouse,100,N
BEN00005917,POL0004467,1,Spouse,100,N
BEN00005918,POL0004468,1,Trust,100,N
BEN00005919,POL0004469,1,Spouse,75,N
BEN00005920,POL0004469,2,Spouse,15,N
BEN00005921,POL0004469,3,Spouse,10,N
BEN00005922,POL0004470,1,Child,100,N
BEN00005923,POL0004471,1,Child,100,N
BEN00005924,POL0004472,1,Spouse,100,N
BEN00005925,POL0004473,1,Spouse,60,N
BEN00005926,POL0004473,2,Spouse,30,N
BEN00005927,POL0004473,3,Spouse,10,N
BEN00005928,POL0004474,1,Spouse,40,N
BEN00005929,POL0004474,2,Spouse,60,N
BEN00005930,POL0004475,1,Child,100,N
BEN00005931,POL0004476,1,Spouse,100,N
BEN00005932,POL0004477,1,Spouse,100,N
BEN00005933,POL0004478,1,Other,50,Y
BEN00005934,POL0004478,2,Spouse,50,N
BEN00005935,POL0004479,1,Child,100,N
BEN00005936,POL0004480,1,Trust,60,Y
BEN00005937,POL0004480,2,Child,40,N
BEN00005938,POL0004481,1,Sibling,100,N
BEN00005939,POL0004482,1,Parent,100,N
BEN00005940,POL0004483,1,Child,100,N
BEN00005941,POL0004484,1,Child,100,N
BEN00005942,POL0004485,1,Sibling,100,N
BEN00005943,POL0004486,1,Spouse,100,N
BEN00005944,POL0004487,1,Spouse,100,N
BEN00005945,POL0004488,1,Spouse,100,N
BEN00005946,POL0004489,1,Spouse,60,N
BEN00005947,POL0004489,2,Sibling,40,N
BEN00005948,POL0004490,1,Child,33,N
BEN00005949,POL0004490,2,Child,67,N
BEN00005950,POL0004491,1,Child,100,N
BEN00005951,POL0004492,1,Spouse,100,N
BEN00005952,POL0004493,1,Child,33,N
BEN00005953,POL0004493,2,Trust,67,N
BEN00005954,POL0004494,1,Spouse,100,N
BEN00005955,POL0004495,1,Child,100,N
BEN00005956,POL0004496,1,Spouse,100,N
BEN00005957,POL0004497,1,Spouse,100,N
BEN00005958,POL0004498,1,Trust,50,N
BEN00005959,POL0004498,2,Child,50,N
BEN00005960,POL0004499,1,Child,60,N
BEN00005961,POL0004499,2,Spouse,40,N
BEN00005962,POL0004500,1,Child,60,N
BEN00005963,POL0004500,2,Spouse,40,N
BEN00005964,POL0004501,1,Spouse,100,N
BEN00005965,POL0004502,1,Spouse,100,N
BEN00005966,POL0004503,1,Child,50,N
BEN00005967,POL0004503,2,Spouse,50,N
BEN00005968,POL0004504,1,Child,100,N
BEN00005969,POL0004505,1,Parent,100,N
BEN00005970,POL0004506,1,Spouse,100,N
BEN00005971,POL0004507,1,Spouse,100,N
BEN00005972,POL0004508,1,Spouse,100,N
BEN00005973,POL0004509,1,Parent,50,N
BEN00005974,POL0004509,2,Spouse,50,N
BEN00005975,POL0004510,1,Spouse,100,N
BEN00005976,POL0004511,1,Parent,100,N
BEN00005977,POL0004512,1,Spouse,100,N
BEN00005978,POL0004513,1,Other,100,N
BEN00005979,POL0004514,1,Child,100,N
BEN00005980,POL0004515,1,Trust,100,N
BEN00005981,POL0004516,1,Child,40,N
BEN00005982,POL0004516,2,Spouse,40,N
BEN00005983,POL0004516,3,Child,20,N
BEN00005984,POL0004517,1,Child,100,N
BEN00005985,POL0004518,1,Spouse,100,N
BEN00005986,POL0004519,1,Child,100,N
BEN00005987,POL0004520,1,Child,100,N
BEN00005988,POL0004521,1,Child,100,N
BEN00005989,POL0004522,1,Trust,100,N
BEN00005990,POL0004523,1,Spouse,100,N
BEN00005991,POL0004524,1,Spouse,100,N
BEN00005992,POL0004525,1,Spouse,33,N
BEN00005993,POL0004525,2,Child,67,N
BEN00005994,POL0004526,1,Parent,75,N
BEN00005995,POL0004526,2,Child,15,N
BEN00005996,POL0004526,3,Other,10,N
BEN00005997,POL0004527,1,Child,100,N
BEN00005998,POL0004528,1,Spouse,100,N
BEN00005999,POL0004529,1,Child,100,N
BEN00006000,POL0004530,1,Spouse,25,N
BEN00006001,POL0004530,2,Child,65,N
BEN00006002,POL0004530,3,Child,10,N
BEN00006003,POL0004531,1,Parent,100,N
BEN00006004,POL0004532,1,Spouse,75,N
BEN00006005,POL0004532,2,Child,25,N
BEN00006006,POL0004533,1,Spouse,100,N
BEN00006007,POL0004534,1,Spouse,50,N
BEN00006008,POL0004534,2,Spouse,50,N
BEN00006009,POL0004535,1,Spouse,100,N
BEN00006010,POL0004536,1,Child,100,N
BEN00006011,POL0004537,1,Spouse,75,N
BEN00006012,POL0004537,2,Sibling,25,N
BEN00006013,POL0004538,1,Spouse,60,N
BEN00006014,POL0004538,2,Spouse,40,N
BEN00006015,POL0004539,1,Parent,100,N
BEN00006016,POL0004540,1,Spouse,60,N
BEN00006017,POL0004540,2,Parent,40,N
BEN00006018,POL0004541,1,Child,25,N
BEN00006019,POL0004541,2,Spouse,75,N
BEN00006020,POL0004542,1,Child,100,N
BEN00006021,POL0004543,1,Spouse,100,N
BEN00006022,POL0004544,1,Spouse,60,N
BEN00006023,POL0004544,2,Child,40,N
BEN00006024,POL0004545,1,Spouse,60,N
BEN00006025,POL0004545,2,Spouse,30,N
BEN00006026,POL0004545,3,Spouse,10,N
BEN00006027,POL0004546,1,Spouse,100,N
BEN00006028,POL0004547,1,Child,100,N
BEN00006029,POL0004548,1,Child,60,N
BEN00006030,POL0004548,2,Child,40,N
BEN00006031,POL0004549,1,Spouse,100,N
BEN00006032,POL0004550,1,Other,60,N
BEN00006033,POL0004550,2,Spouse,40,Y
BEN00006034,POL0004551,1,Child,100,N
BEN00006035,POL0004552,1,Spouse,100,N
BEN00006036,POL0004553,1,Spouse,75,N
BEN00006037,POL0004553,2,Spouse,25,N
BEN00006038,POL0004554,1,Spouse,100,N
BEN00006039,POL0004555,1,Sibling,100,N
BEN00006040,POL0004556,1,Spouse,100,N
BEN00006041,POL0004557,1,Child,33,N
BEN00006042,POL0004557,2,Sibling,33,N
BEN00006043,POL0004557,3,Child,34,N
BEN00006044,POL0004558,1,Child,100,N
BEN00006045,POL0004559,1,Spouse,100,N
BEN00006046,POL0004560,1,Child,100,N
BEN00006047,POL0004561,1,Spouse,100,N
BEN00006048,POL0004562,1,Spouse,100,N
BEN00006049,POL0004563,1,Child,100,N
BEN00006050,POL0004564,1,Spouse,50,N
BEN00006051,POL0004564,2,Spouse,50,N
BEN00006052,POL0004565,1,Child,100,N
BEN00006053,POL0004566,1,Spouse,33,N
BEN00006054,POL0004566,2,Child,67,N
BEN00006055,POL0004567,1,Spouse,100,N
BEN00006056,POL0004568,1,Spouse,100,N
BEN00006057,POL0004569,1,Spouse,100,Y
BEN00006058,POL0004570,1,Spouse,100,N
BEN00006059,POL0004571,1,Child,100,N
BEN00006060,POL0004572,1,Spouse,100,N
BEN00006061,POL0004573,1,Child,100,N
BEN00006062,POL0004574,1,Child,40,N
BEN00006063,POL0004574,2,Spouse,60,N
BEN00006064,POL0004575,1,Child,25,N
BEN00006065,POL0004575,2,Spouse,75,N
BEN00006066,POL0004576,1,Spouse,40,N
BEN00006067,POL0004576,2,Parent,50,N
BEN00006068,POL0004576,3,Spouse,10,N
BEN00006069,POL0004577,1,Spouse,100,N
BEN00006070,POL0004578,1,Parent,100,N
BEN00006071,POL0004579,1,Other,100,N
BEN00006072,POL0004580,1,Spouse,100,N
BEN00006073,POL0004581,1,Trust,100,N
BEN00006074,POL0004582,1,Spouse,100,N
BEN00006075,POL0004583,1,Spouse,100,N
BEN00006076,POL0004584,1,Trust,100,N
BEN00006077,POL0004585,1,Child,50,N
BEN00006078,POL0004585,2,Sibling,50,N
BEN00006079,POL0004586,1,Spouse,100,N
BEN00006080,POL0004587,1,Spouse,100,N
BEN00006081,POL0004588,1,Spouse,100,N
BEN00006082,POL0004589,1,Spouse,50,N
BEN00006083,POL0004589,2,Spouse,50,N
BEN00006084,POL0004590,1,Child,100,N
BEN00006085,POL0004591,1,Spouse,100,N
BEN00006086,POL0004592,1,Child,100,N
BEN00006087,POL0004593,1,Child,33,N
BEN00006088,POL0004593,2,Spouse,67,N
BEN00006089,POL0004594,1,Spouse,100,N
BEN00006090,POL0004595,1,Parent,100,N
BEN00006091,POL0004596,1,Spouse,100,N
BEN00006092,POL0004597,1,Spouse,100,N
BEN00006093,POL0004598,1,Child,100,N
BEN00006094,POL0004599,1,Parent,100,N
BEN00006095,POL0004600,1,Spouse,25,N
BEN00006096,POL0004600,2,Trust,33,N
BEN00006097,POL0004600,3,Child,42,N
BEN00006098,POL0004601,1,Child,100,N
BEN00006099,POL0004602,1,Child,100,N
BEN00006100,POL0004603,1,Child,25,N
BEN00006101,POL0004603,2,Spouse,75,N
BEN00006102,POL0004604,1,Spouse,40,N
BEN00006103,POL0004604,2,Spouse,60,N
BEN00006104,POL0004605,1,Spouse,50,N
BEN00006105,POL0004605,2,Child,50,N
BEN00006106,POL0004606,1,Spouse,100,N
BEN00006107,POL0004607,1,Child,100,N
BEN00006108,POL0004608,1,Other,100,N
BEN00006109,POL0004609,1,Spouse,33,N
BEN00006110,POL0004609,2,Child,67,N
BEN00006111,POL0004610,1,Spouse,100,N
BEN00006112,POL0004611,1,Parent,25,N
BEN00006113,POL0004611,2,Spouse,65,N
BEN00006114,POL0004611,3,Trust,10,N
BEN00006115,POL0004612,1,Other,100,N
BEN00006116,POL0004613,1,Child,100,N
BEN00006117,POL0004614,1,Spouse,100,N
BEN00006118,POL0004615,1,Parent,100,N
BEN00006119,POL0004616,1,Child,100,N
BEN00006120,POL0004617,1,Spouse,100,N
BEN00006121,POL0004618,1,Parent,25,N
BEN00006122,POL0004618,2,Spouse,75,N
BEN00006123,POL0004619,1,Child,100,N
BEN00006124,POL0004620,1,Spouse,50,N
BEN00006125,POL0004620,2,Child,50,N
BEN00006126,POL0004621,1,Spouse,33,N
