policy_id,application_id,customer_id,product_id,agent_id,issue_date,policy_status,face_amount,annual_premium,payment_frequency,risk_class,underwriting_path,owner_state,issue_age,smoker_status_at_issue,billing_method,replacement_indicator
POL0004554,APP0006439,CUST0004812,PRD_TERM20,AGT00009,2024-04-10,Active,1100000,1436.22,Monthly,Preferred,Simplified,WA,34,Never,Direct Bill,N
POL0004555,APP0006441,CUST0003341,PRD_TERM20,AGT00168,2025-08-29,Active,1150000,3486.61,Monthly,Table 2,Accelerated,OH,47,Never,ACH,N
POL0004556,APP0006443,CUST0007844,PRD_TERM30,AGT00669,2025-01-11,Active,425000,623.83,Monthly,Preferred,Full Underwriting,GA,28,Never,ACH,N
POL0004557,APP0006445,CUST0011198,PRD_UL,AGT00434,2024-07-20,Active,1050000,8638.71,Monthly,Preferred,Full Underwriting,UT,53,Never,Direct Bill,N
POL0004558,APP0006446,CUST0003644,PRD_WL100,AGT00107,2023-11-12,Active,650000,7418.87,Monthly,Preferred Plus,Full Underwriting,OH,48,Never,ACH,N
POL0004559,APP0006447,CUST0000247,PRD_WL100,AGT00562,2024-07-17,Active,425000,15049.95,Monthly,Standard Smoker,Simplified,VA,45,Current,ACH,N
POL0004560,APP0006448,CUST0005636,PRD_WL100,AGT01000,2024-04-22,Active,1000000,7487.28,Monthly,Standard,Guaranteed Issue,NY,24,Former,Payroll Deduction,N
POL0004561,APP0006450,CUST0002518,PRD_TERM30,AGT00267,2024-09-17,Active,175000,369.86,Monthly,Preferred,Full Underwriting,OR,36,Never,Credit Card,N
POL0004562,APP0006451,CUST0000825,PRD_TERM20,AGT00114,2023-05-18,Active,1150000,1444.10,Monthly,Preferred Plus,Full Underwriting,NH,39,Never,ACH,N
POL0004563,APP0006452,CUST0002448,PRD_TERM30,AGT00212,2025-09-05,Active,200000,591.49,Monthly,Table 2,Full Underwriting,VA,32,Never,ACH,N
POL0004564,APP0006453,CUST0007631,PRD_IUL,AGT00547,2025-04-28,Active,150000,4741.36,Monthly,Standard Smoker,Full Underwriting,SD,59,Current,Direct Bill,N
POL0004565,APP0006454,CUST0000451,PRD_TERM20,AGT00743,2023-09-24,Active,550000,1930.25,Annual,Table 4,Full Underwriting,MO,41,Former,ACH,N
POL0004566,APP0006456,CUST0000866,PRD_TERM20,AGT00038,2023-11-08,Active,550000,568.03,Monthly,Preferred Plus,Accelerated,VT,27,Never,Direct Bill,N
POL0004567,APP0006457,CUST0007303,PRD_TERM20,AGT00030,2025-05-03,Active,1400000,1747.68,Quarterly,Preferred Plus,Accelerated,TX,36,Never,ACH,N
POL0004568,APP0006458,CUST0005617,PRD_TERM10,AGT01150,2025-02-08,Active,75000,256.95,Monthly,Standard,Full Underwriting,SD,66,Never,ACH,N
POL0004569,APP0006459,CUST0007208,PRD_UL,AGT00717,2025-08-22,Active,125000,693.43,Monthly,Standard,Full Underwriting,IN,31,Former,Credit Card,Y
POL0004570,APP0006460,CUST0007370,PRD_WL100,AGT01164,2025-11-22,Active,550000,12126.12,Quarterly,Table 2,Full Underwriting,DC,42,Current,ACH,N
POL0004571,APP0006462,CUST0002583,PRD_TERM30,AGT00050,2023-11-08,Active,300000,1217.80,Annual,Table 2,Accelerated,FL,45,Never,ACH,N
POL0004572,APP0006463,CUST0009464,PRD_TERM20,AGT00218,2024-09-16,Active,850000,874.28,Monthly,Preferred Plus,Full Underwriting,VT,31,Never,ACH,N
POL0004573,APP0006464,CUST0012416,PRD_WL100,AGT00143,2024-10-05,Active,200000,2379.84,Quarterly,Preferred Plus,Accelerated,HI,49,Never,ACH,N
POL0004574,APP0006466,CUST0012464,PRD_UL,AGT00860,2023-06-04,Lapsed,850000,5171.64,Monthly,Preferred,Full Underwriting,SC,39,Never,ACH,N
POL0004575,APP0006467,CUST0007600,PRD_TERM10,AGT00454,2023-09-26,Active,50000,125.73,Semiannual,Standard,Simplified,CA,45,Never,ACH,N
POL0004576,APP0006468,CUST0000558,PRD_TERM20,AGT00231,2024-09-16,Active,850000,1694.74,Monthly,Standard,Accelerated,GA,44,Never,Credit Card,N
POL0004577,APP0006469,CUST0001454,PRD_TERM20,AGT00223,2023-04-15,Active,700000,1388.05,Annual,Preferred,Accelerated,VT,49,Former,ACH,N
POL0004578,APP0006470,CUST0003592,PRD_TERM20,AGT00189,2024-01-08,Active,650000,3531.03,Monthly,Table 2,Full Underwriting,GA,65,Never,Credit Card,N
POL0004579,APP0006471,CUST0007896,PRD_TERM20,AGT01079,2024-04-09,Active,650000,3517.35,Monthly,Table 4,Full Underwriting,OH,57,Never,ACH,N
POL0004580,APP0006472,CUST0002184,PRD_UL,AGT00541,2025-08-11,Active,125000,769.31,Monthly,Standard,Simplified,AR,32,Never,Credit Card,Y
POL0004581,APP0006475,CUST0012643,PRD_WL100,AGT00054,2025-08-07,Active,225000,3453.55,Monthly,Preferred,Simplified,IL,55,Never,ACH,N
POL0004582,APP0006477,CUST0002032,PRD_TERM30,AGT00943,2025-02-10,Active,125000,327.24,Monthly,Preferred,Full Underwriting,LA,43,Never,ACH,N
POL0004583,APP0006478,CUST0011309,PRD_TERM30,AGT00732,2025-02-10,Active,650000,1147.83,Monthly,Preferred,Accelerated,ME,36,Never,Credit Card,N
POL0004584,APP0006480,CUST0007157,PRD_WL100,AGT01162,2025-09-09,Active,1000000,20270.06,Monthly,Standard,Full Underwriting,CA,60,Never,ACH,N
POL0004585,APP0006481,CUST0010332,PRD_IUL,AGT00752,2023-11-23,Active,850000,9550.02,Annual,Standard,Accelerated,MD,54,Never,Direct Bill,N
POL0004586,APP0006482,CUST0010981,PRD_TERM20,AGT00983,2025-08-31,Active,1850000,5343.76,Monthly,Standard Smoker,Accelerated,AK,23,Current,ACH,N
POL0004587,APP0006484,CUST0012608,PRD_TERM20,AGT00414,2024-10-23,Active,125000,234.36,Annual,Preferred,Accelerated,NY,40,Never,ACH,N
POL0004588,APP0006485,CUST0000143,PRD_TERM20,AGT00630,2024-04-16,Active,100000,195.46,Monthly,Preferred Plus,Accelerated,RI,46,Former,Credit Card,N
POL0004589,APP0006488,CUST0008344,PRD_TERM20,AGT00170,2023-04-10,Active,100000,236.44,Monthly,Standard,Full Underwriting,IL,40,Never,Payroll Deduction,N
POL0004590,APP0006489,CUST0002006,PRD_TERM30,AGT00814,2023-12-25,Active,550000,994.41,Annual,Preferred Plus,Full Underwriting,WV,40,Never,ACH,N
POL0004591,APP0006490,CUST0010488,PRD_TERM30,AGT00929,2025-03-20,Active,150000,352.92,Monthly,Preferred Plus,Simplified,MN,46,Never,ACH,N
POL0004592,APP0006491,CUST0001327,PRD_TERM20,AGT00495,2023-09-08,Surrendered,650000,1239.22,Monthly,Standard,Accelerated,ME,42,Never,Credit Card,N
POL0004593,APP0006492,CUST0000549,PRD_TERM20,AGT00925,2025-07-23,Active,175000,313.32,Monthly,Preferred Plus,Full Underwriting,MS,47,Never,Credit Card,N
POL0004594,APP0006493,CUST0002794,PRD_WL100,AGT01068,2024-09-22,Active,575000,7836.23,Monthly,Preferred,Full Underwriting,NJ,48,Never,ACH,N
POL0004595,APP0006495,CUST0007051,PRD_TERM20,AGT00661,2025-12-05,Active,650000,652.37,Monthly,Preferred,Full Underwriting,NC,20,Never,Direct Bill,N
POL0004596,APP0006496,CUST0004959,PRD_UL,AGT00640,2025-09-30,Active,200000,1057.26,Quarterly,Preferred Plus,Simplified,WY,42,Never,ACH,N
POL0004597,APP0006497,CUST0003914,PRD_TERM10,AGT00764,2024-10-16,Active,425000,1109.12,Monthly,Standard Smoker,Full Underwriting,NC,27,Current,Payroll Deduction,N
POL0004598,APP0006498,CUST0000886,PRD_TERM30,AGT00106,2023-06-15,Lapsed,700000,3694.72,Monthly,Standard Smoker,Full Underwriting,LA,36,Current,Direct Bill,N
POL0004599,APP0006500,CUST0006819,PRD_TERM20,AGT00089,2024-10-06,Active,650000,597.95,Quarterly,Preferred Plus,Full Underwriting,NY,23,Never,Credit Card,N
POL0004600,APP0006503,CUST0002660,PRD_IUL,AGT00870,2025-07-01,Active,725000,3433.30,Quarterly,Preferred,Simplified,IL,25,Never,ACH,N
POL0004601,APP0006505,CUST0002344,PRD_TERM30,AGT00450,2023-11-13,Active,275000,351.39,Quarterly,Preferred Plus,Full Underwriting,ME,27,Never,Credit Card,N
POL0004602,APP0006507,CUST0006283,PRD_TERM30,AGT00052,2024-06-22,Active,150000,284.32,Monthly,Standard,Full Underwriting,CO,28,Never,ACH,N
POL0004603,APP0006510,CUST0006367,PRD_TERM20,AGT00138,2025-05-30,Active,925000,4177.49,Annual,Standard Smoker,Accelerated,VA,42,Current,ACH,N
POL0004604,APP0006512,CUST0005657,PRD_TERM30,AGT00165,2023-12-10,Active,175000,1320.29,Monthly,Standard Smoker,Full Underwriting,NH,51,Current,Direct Bill,N
POL0004605,APP0006513,CUST0009984,PRD_TERM10,AGT00256,2024-01-15,Active,450000,348.44,Semiannual,Preferred,Simplified,CO,20,Never,Payroll Deduction,N
POL0004606,APP0006515,CUST0006284,PRD_TERM30,AGT01169,2024-07-28,Active,1700000,4110.85,Monthly,Standard,Accelerated,IL,40,Former,ACH,N
POL0004607,APP0006516,CUST0010353,PRD_TERM20,AGT00130,2024-01-25,Active,925000,2286.09,Quarterly,Standard,Full Underwriting,WA,49,Never,ACH,N
POL0004608,APP0006518,CUST0004943,PRD_TERM20,AGT00048,2023-10-22,Active,200000,233.95,Monthly,Preferred,Full Underwriting,HI,23,Never,Credit Card,N
POL0004609,APP0006519,CUST0009449,PRD_TERM20,AGT00273,2024-01-15,Active,650000,1192.89,Monthly,Preferred,Full Underwriting,GA,43,Never,ACH,N
POL0004610,APP0006521,CUST0002432,PRD_WL100,AGT00381,2023-07-20,Active,575000,3789.09,Monthly,Preferred Plus,Full Underwriting,CA,28,Never,ACH,N
POL0004611,APP0006522,CUST0001561,PRD_WL100,AGT01044,2023-03-12,Active,125000,3204.79,Monthly,Standard,Accelerated,VA,68,Former,ACH,N
POL0004612,APP0006523,CUST0010794,PRD_TERM30,AGT00092,2023-08-05,Active,1100000,2951.00,Monthly,Preferred,Full Underwriting,TN,49,Never,Direct Bill,N
POL0004613,APP0006525,CUST0002686,PRD_UL,AGT00210,2025-11-21,Active,1450000,12391.95,Quarterly,Standard,Full Underwriting,AK,49,Never,Direct Bill,N
POL0004614,APP0006528,CUST0005325,PRD_TERM30,AGT00376,2025-02-20,Active,425000,1301.42,Quarterly,Preferred,Full Underwriting,AK,53,Never,Direct Bill,N
POL0004615,APP0006529,CUST0012292,PRD_TERM20,AGT01146,2024-02-02,Active,850000,1448.75,Monthly,Preferred Plus,Full Underwriting,NE,47,Former,Credit Card,Y
POL0004616,APP0006531,CUST0012180,PRD_TERM20,AGT00667,2025-10-13,Active,1150000,3334.97,Annual,Standard,Full Underwriting,OR,58,Never,ACH,N
POL0004617,APP0006532,CUST0007990,PRD_WL100,AGT01186,2024-05-30,Lapsed,850000,24015.85,Monthly,Table 2,Full Underwriting,PA,51,Current,Direct Bill,N
POL0004618,APP0006533,CUST0002221,PRD_UL,AGT00360,2024-04-15,Active,650000,13527.59,Monthly,Standard Smoker,Full Underwriting,MS,49,Current,Direct Bill,N
POL0004619,APP0006535,CUST0010038,PRD_UL,AGT00443,2025-03-25,Active,575000,9225.00,Monthly,Table 2,Full Underwriting,AL,56,Never,ACH,N
POL0004620,APP0006537,CUST0007426,PRD_TERM10,AGT00306,2025-01-17,Active,75000,151.10,Monthly,Preferred,Simplified,GA,43,Never,Direct Bill,N
POL0004621,APP0006538,CUST0010182,PRD_TERM20,AGT00812,2024-02-12,Active,200000,394.74,Monthly,Standard,Simplified,MA,37,Former,Credit Card,N
POL0004622,APP0006539,CUST0006013,PRD_TERM10,AGT00612,2023-06-24,Active,700000,655.29,Semiannual,Standard,Accelerated,PA,24,Never,ACH,N
POL0004623,APP0006540,CUST0001586,PRD_UL,AGT00758,2024-05-12,Active,425000,3566.94,Monthly,Standard,Accelerated,MN,48,Never,ACH,N
POL0004624,APP0006541,CUST0003496,PRD_TERM20,AGT01158,2024-06-27,Active,575000,715.64,Semiannual,Preferred,Accelerated,GA,31,Never,Direct Bill,N
POL0004625,APP0006545,CUST0010563,PRD_WL100,AGT01091,2024-01-24,Active,850000,10473.50,Monthly,Standard,Accelerated,SD,42,Former,ACH,N
POL0004626,APP0006546,CUST0010388,PRD_TERM10,AGT00011,2025-07-21,Active,650000,2579.11,Monthly,Standard Smoker,Simplified,NH,43,Current,ACH,N
POL0004627,APP0006547,CUST0003242,PRD_UL,AGT00893,2025-07-04,Active,100000,1901.07,Quarterly,Standard,Full Underwriting,AK,74,Never,ACH,Y
POL0004628,APP0006548,CUST0000796,PRD_TERM10,AGT00996,2024-01-17,Active,200000,363.90,Monthly,Preferred,Accelerated,ND,51,Former,ACH,N
POL0004629,APP0006549,CUST0007109,PRD_TERM20,AGT00398,2023-03-24,Active,275000,391.25,Monthly,Preferred Plus,Accelerated,VA,40,Former,Direct Bill,N
POL0004630,APP0006550,CUST0011514,PRD_WL100,AGT01193,2024-02-06,Active,400000,6707.46,Annual,Standard,Full Underwriting,AZ,53,Never,Direct Bill,N
POL0004631,APP0006551,CUST0007389,PRD_TERM20,AGT01118,2023-11-06,Active,125000,149.15,Monthly,Preferred,Simplified,NV,18,Never,Credit Card,N
POL0004632,APP0006552,CUST0004769,PRD_WL100,AGT00337,2023-10-30,Lapsed,350000,3699.59,Monthly,Preferred Plus,Accelerated,IA,45,Never,ACH,N
POL0004633,APP0006553,CUST0005418,PRD_TERM20,AGT00822,2023-05-21,Active,650000,731.47,Monthly,Standard,Accelerated,ND,22,Never,Credit Card,N
POL0004634,APP0006554,CUST0009607,PRD_FE,AGT00259,2023-11-02,Active,10000,346.82,Monthly,Standard,Full Underwriting,GA,56,Never,Direct Bill,N
POL0004635,APP0006557,CUST0010749,PRD_TERM30,AGT00341,2024-06-19,Active,1150000,1521.92,Quarterly,Preferred,Full Underwriting,DE,26,Never,ACH,N
POL0004636,APP0006558,CUST0007295,PRD_WL100,AGT00480,2023-01-25,Active,550000,7179.29,Monthly,Standard,Full Underwriting,KY,44,Former,Payroll Deduction,N
POL0004637,APP0006560,CUST0005973,PRD_WL100,AGT00323,2023-08-23,Active,50000,796.54,Monthly,Preferred Plus,Full Underwriting,NC,58,Never,Credit Card,N
POL0004638,APP0006561,CUST0012410,PRD_UL,AGT00124,2025-03-01,Active,125000,2494.40,Annual,Table 2,Full Underwriting,RI,58,Current,ACH,N
POL0004639,APP0006562,CUST0006230,PRD_WL100,AGT00668,2025-09-05,Active,550000,5758.57,Monthly,Standard,Accelerated,WA,33,Former,ACH,N
POL0004640,APP0006564,CUST0003828,PRD_TERM10,AGT00133,2023-03-02,Active,725000,1114.27,Monthly,Standard,Simplified,NY,40,Never,Direct Bill,N
POL0004641,APP0006565,CUST0002761,PRD_TERM20,AGT00294,2023-12-05,Active,850000,1330.54,Monthly,Standard,Accelerated,NV,32,Never,ACH,N
POL0004642,APP0006566,CUST0004248,PRD_UL,AGT00813,2025-04-12,Active,300000,10429.27,Quarterly,Table 4,Full Underwriting,NY,73,Former,Direct Bill,N
POL0004643,APP0006568,CUST0010762,PRD_TERM20,AGT01102,2025-11-09,Active,1150000,1669.88,Annual,Preferred,Full Underwriting,CO,38,Never,ACH,N
POL0004644,APP0006569,CUST0002280,PRD_TERM20,AGT00638,2023-06-17,Active,200000,390.62,Annual,Preferred,Accelerated,ND,42,Never,Credit Card,N
POL0004645,APP0006570,CUST0004139,PRD_UL,AGT00817,2024-04-14,Active,100000,1415.19,Monthly,Standard Smoker,Accelerated,MS,31,Current,Credit Card,N
POL0004646,APP0006572,CUST0007391,PRD_TERM30,AGT00377,2024-10-06,Active,725000,6104.56,Monthly,Standard Smoker,Full Underwriting,NV,53,Current,Credit Card,N
POL0004647,APP0006573,CUST0012556,PRD_UL,AGT00475,2025-10-24,Active,425000,1584.73,Monthly,Preferred Plus,Full Underwriting,AR,30,Never,ACH,N
POL0004648,APP0006574,CUST0004021,PRD_TERM30,AGT00663,2025-11-16,Active,150000,352.91,Monthly,Preferred Plus,Accelerated,GA,49,Never,ACH,N
POL0004649,APP0006575,CUST0000908,PRD_TERM10,AGT00600,2024-12-23,Active,425000,632.26,Monthly,Preferred,Full Underwriting,NC,43,Never,ACH,N
POL0004650,APP0006576,CUST0010452,PRD_UL,AGT01191,2025-06-13,Active,825000,4623.33,Monthly,Preferred,Accelerated,NM,36,Never,Credit Card,N
POL0004651,APP0006578,CUST0010373,PRD_TERM30,AGT00602,2024-05-05,Active,300000,681.93,Monthly,Preferred,Full Underwriting,VA,44,Never,Direct Bill,N
POL0004652,APP0006579,CUST0005040,PRD_TERM30,AGT00594,2024-02-07,Lapsed,150000,448.62,Monthly,Standard,Accelerated,NV,44,Never,Direct Bill,N
POL0004653,APP0006581,CUST0007808,PRD_TERM10,AGT01196,2025-01-17,Active,850000,853.43,Annual,Preferred Plus,Accelerated,TN,36,Never,Credit Card,N
POL0004654,APP0006584,CUST0005431,PRD_UL,AGT00411,2023-10-14,Active,650000,6876.52,Annual,Preferred,Full Underwriting,NV,62,Never,ACH,N
POL0004655,APP0006586,CUST0002799,PRD_TERM20,AGT00876,2025-04-24,Active,850000,1227.94,Quarterly,Standard,Full Underwriting,VA,32,Former,ACH,N
POL0004656,APP0006588,CUST0007808,PRD_TERM20,AGT00562,2025-03-14,Active,200000,290.81,Quarterly,Preferred Plus,Full Underwriting,TN,36,Never,Direct Bill,N
POL0004657,APP0006589,CUST0004445,PRD_UL,AGT00155,2024-04-03,Active,1450000,30598.42,Semiannual,Table 2,Full Underwriting,IL,69,Never,Credit Card,Y
POL0004658,APP0006590,CUST0001958,PRD_TERM20,AGT00349,2023-10-05,Active,825000,2680.85,Annual,Table 2,Full Underwriting,FL,41,Current,ACH,N
POL0004659,APP0006591,CUST0004281,PRD_TERM20,AGT00207,2025-05-28,Active,1275000,7357.03,Monthly,Standard Smoker,Full Underwriting,NM,48,Current,ACH,N
POL0004660,APP0006592,CUST0000669,PRD_TERM30,AGT00843,2025-09-25,Active,100000,237.10,Monthly,Preferred,Full Underwriting,AR,37,Never,Direct Bill,N
POL0004661,APP0006593,CUST0011393,PRD_WL100,AGT00354,2023-11-04,Active,425000,12746.88,Monthly,Standard Smoker,Full Underwriting,CA,39,Current,ACH,N
POL0004662,APP0006594,CUST0008438,PRD_TERM30,AGT00670,2024-06-15,Active,650000,1135.84,Annual,Preferred Plus,Accelerated,MD,39,Never,Direct Bill,N
POL0004663,APP0006595,CUST0003732,PRD_TERM20,AGT00383,2024-02-05,Active,275000,395.06,Semiannual,Preferred,Full Underwriting,GA,34,Never,ACH,N
POL0004664,APP0006596,CUST0010491,PRD_WL100,AGT00729,2023-07-12,Active,1000000,12313.89,Quarterly,Standard,Full Underwriting,PA,39,Never,Credit Card,N
POL0004665,APP0006598,CUST0012586,PRD_TERM20,AGT00411,2024-08-04,Active,225000,285.73,Quarterly,Preferred Plus,Accelerated,DC,34,Never,Direct Bill,N
POL0004666,APP0006601,CUST0009390,PRD_IUL,AGT00354,2023-01-25,Active,650000,3778.80,Semiannual,Standard,Accelerated,GA,27,Never,Payroll Deduction,N
POL0004667,APP0006602,CUST0007764,PRD_TERM20,AGT01079,2025-04-04,Active,850000,4520.16,Monthly,Table 2,Accelerated,NJ,62,Current,Direct Bill,N
POL0004668,APP0006603,CUST0001393,PRD_TERM10,AGT00720,2023-03-06,Active,300000,623.58,Monthly,Preferred,Full Underwriting,NV,55,Former,ACH,N
POL0004669,APP0006605,CUST0005783,PRD_TERM20,AGT00948,2024-06-07,Active,575000,697.38,Monthly,Preferred,Simplified,VT,27,Never,ACH,N
POL0004670,APP0006608,CUST0002798,PRD_TERM20,AGT00564,2024-09-08,Active,850000,1214.00,Annual,Preferred,Simplified,OH,34,Never,Credit Card,N
POL0004671,APP0006610,CUST0010745,PRD_FE,AGT01067,2024-06-23,Active,10000,355.23,Monthly,Standard,Simplified,MT,57,Never,ACH,N
POL0004672,APP0006611,CUST0001590,PRD_UL,AGT00020,2025-09-15,Active,175000,735.79,Annual,Preferred Plus,Simplified,NJ,30,Never,ACH,N
POL0004673,APP0006612,CUST0003458,PRD_TERM30,AGT00951,2023-08-30,Active,550000,918.69,Monthly,Preferred Plus,Full Underwriting,MT,40,Never,ACH,N
POL0004674,APP0006613,CUST0003346,PRD_IUL,AGT00236,2025-04-02,Active,275000,2387.86,Annual,Preferred Plus,Full Underwriting,MO,56,Never,Direct Bill,N
POL0004675,APP0006614,CUST0006382,PRD_TERM20,AGT00497,2024-01-08,Active,650000,794.49,Quarterly,Preferred Plus,Accelerated,AK,34,Never,Credit Card,N
POL0004676,APP0006616,CUST0011758,PRD_TERM20,AGT01050,2025-04-04,Active,175000,412.13,Monthly,Preferred,Accelerated,AL,52,Never,ACH,N
POL0004677,APP0006618,CUST0002862,PRD_WL100,AGT00116,2025-04-03,Active,850000,8529.41,Monthly,Preferred,Full Underwriting,AR,40,Never,Credit Card,N
POL0004678,APP0006619,CUST0009418,PRD_TERM10,AGT01102,2024-07-07,Active,850000,983.68,Monthly,Preferred,Full Underwriting,RI,35,Never,Direct Bill,N
POL0004679,APP0006620,CUST0011205,PRD_TERM30,AGT01123,2025-03-08,Active,700000,1078.89,Quarterly,Preferred,Full Underwriting,FL,28,Never,ACH,N
POL0004680,APP0006621,CUST0010343,PRD_WL100,AGT00271,2024-02-18,Active,1000000,6892.80,Monthly,Standard,Full Underwriting,NH,18,Never,Payroll Deduction,N
POL0004681,APP0006622,CUST0010239,PRD_WL100,AGT00395,2023-04-16,Active,350000,1634.90,Monthly,Preferred Plus,Accelerated,NH,18,Never,Direct Bill,N
POL0004682,APP0006623,CUST0008789,PRD_UL,AGT00396,2023-03-25,Active,125000,752.92,Annual,Preferred Plus,Full Underwriting,IL,46,Never,ACH,N
POL0004683,APP0006625,CUST0006462,PRD_TERM20,AGT00014,2024-05-29,Lapsed,425000,1076.31,Monthly,Standard,Accelerated,AK,49,Never,ACH,Y
POL0004684,APP0006627,CUST0008699,PRD_TERM30,AGT00766,2024-05-13,Active,850000,6581.04,Monthly,Standard Smoker,Simplified,MA,50,Current,Direct Bill,N
POL0004685,APP0006629,CUST0004917,PRD_TERM30,AGT00241,2025-06-12,Active,200000,1054.98,Monthly,Table 4,Full Underwriting,TN,41,Current,Direct Bill,N
POL0004686,APP0006630,CUST0008975,PRD_UL,AGT00190,2025-08-02,Active,575000,11972.83,Monthly,Standard Smoker,Full Underwriting,NY,46,Current,ACH,N
POL0004687,APP0006631,CUST0007043,PRD_WL100,AGT00663,2025-06-19,Active,850000,14830.32,Monthly,Preferred,Full Underwriting,IA,60,Never,Payroll Deduction,N
POL0004688,APP0006633,CUST0006337,PRD_TERM30,AGT00219,2025-09-13,Active,350000,674.05,Monthly,Preferred,Accelerated,VA,38,Never,ACH,N
POL0004689,APP0006634,CUST0007568,PRD_TERM20,AGT00848,2024-02-27,Active,125000,253.99,Monthly,Preferred Plus,Full Underwriting,WY,47,Never,Credit Card,N
POL0004690,APP0006635,CUST0010237,PRD_TERM10,AGT00203,2023-09-24,Active,725000,1044.63,Monthly,Preferred,Full Underwriting,NY,46,Former,ACH,N
POL0004691,APP0006637,CUST0009997,PRD_TERM10,AGT00203,2024-11-25,Active,550000,1132.90,Monthly,Preferred,Accelerated,NH,59,Never,ACH,N
POL0004692,APP0006640,CUST0012446,PRD_IUL,AGT00947,2024-06-09,Active,1100000,5184.07,Annual,Preferred,Accelerated,DC,28,Never,Credit Card,N
POL0004693,APP0006641,CUST0009689,PRD_WL100,AGT00235,2025-05-30,Active,425000,3053.46,Monthly,Preferred Plus,Full Underwriting,WA,31,Never,ACH,N
POL0004694,APP0006642,CUST0007690,PRD_TERM10,AGT00308,2023-09-19,Active,75000,160.07,Monthly,Preferred,Full Underwriting,AR,46,Never,ACH,N
POL0004695,APP0006643,CUST0004252,PRD_TERM30,AGT00850,2023-09-05,Active,125000,411.37,Semiannual,Standard Smoker,Full Underwriting,NY,18,Current,ACH,N
POL0004696,APP0006644,CUST0002612,PRD_TERM20,AGT00876,2024-07-28,Active,1700000,6987.16,Monthly,Table 4,Simplified,DE,39,Current,Credit Card,N
POL0004697,APP0006645,CUST0003863,PRD_TERM10,AGT00175,2023-08-12,Active,300000,271.83,Monthly,Preferred,Full Underwriting,WI,24,Never,Credit Card,N
POL0004698,APP0006646,CUST0002627,PRD_TERM30,AGT00969,2025-10-08,Active,650000,858.26,Quarterly,Preferred,Full Underwriting,ND,25,Never,Credit Card,N
POL0004699,APP0006647,CUST0006333,PRD_FE,AGT01030,2024-02-14,Active,15000,422.91,Monthly,Preferred,Accelerated,GA,55,Former,Direct Bill,N
POL0004700,APP0006649,CUST0003253,PRD_TERM20,AGT00107,2023-02-24,Active,650000,845.88,Monthly,Preferred,Full Underwriting,OH,30,Never,Credit Card,N
POL0004701,APP0006650,CUST0010320,PRD_TERM30,AGT00747,2024-10-09,Active,100000,663.41,Monthly,Standard Smoker,Accelerated,IL,45,Current,ACH,Y
POL0004702,APP0006651,CUST0006553,PRD_TERM30,AGT00765,2023-12-19,Active,425000,911.94,Monthly,Preferred Plus,Accelerated,AR,46,Former,Credit Card,Y
POL0004703,APP0006652,CUST0010711,PRD_TERM20,AGT00369,2024-03-21,Active,1150000,2830.49,Monthly,Standard,Full Underwriting,HI,49,Never,ACH,N
POL0004704,APP0006653,CUST0003482,PRD_WL100,AGT00927,2024-11-22,Active,400000,4151.67,Monthly,Preferred,Full Underwriting,HI,41,Never,ACH,N
POL0004705,APP0006654,CUST0010740,PRD_WL100,AGT00636,2025-01-04,Active,150000,2585.18,Monthly,Preferred,Simplified,GA,59,Never,ACH,N
POL0004706,APP0006656,CUST0011236,PRD_TERM30,AGT00255,2025-10-14,Active,1150000,7740.28,Semiannual,Standard Smoker,Accelerated,GA,48,Current,ACH,N
POL0004707,APP0006658,CUST0006909,PRD_TERM20,AGT00054,2023-11-30,Active,125000,214.77,Quarterly,Preferred,Full Underwriting,FL,33,Never,Direct Bill,N
POL0004708,APP0006659,CUST0002148,PRD_TERM10,AGT00178,2023-01-24,Active,125000,284.04,Quarterly,Standard,Accelerated,IN,52,Never,Direct Bill,Y
POL0004709,APP0006660,CUST0008359,PRD_WL100,AGT01076,2023-05-18,Active,700000,7308.94,Monthly,Table 2,Full Underwriting,NJ,18,Current,ACH,Y
POL0004710,APP0006661,CUST0006333,PRD_TERM20,AGT00305,2024-12-23,Active,2000000,5307.40,Monthly,Standard,Full Underwriting,GA,55,Former,ACH,N
POL0004711,APP0006664,CUST0008737,PRD_TERM20,AGT00827,2024-11-25,Active,1700000,4644.63,Monthly,Standard,Full Underwriting,AZ,53,Never,ACH,N
POL0004712,APP0006665,CUST0004779,PRD_WL100,AGT00808,2025-11-22,Active,125000,857.32,Semiannual,Standard,Full Underwriting,NC,19,Never,ACH,N
POL0004713,APP0006666,CUST0011213,PRD_IUL,AGT00489,2024-12-09,Claim Closed,125000,3248.01,Annual,Table 4,Simplified,OK,52,Current,Direct Bill,N
POL0004714,APP0006667,CUST0004728,PRD_IUL,AGT00207,2025-07-05,Active,200000,1970.85,Monthly,Preferred,Full Underwriting,PA,51,Never,Credit Card,N
POL0004715,APP0006668,CUST0003658,PRD_TERM30,AGT01036,2023-01-17,Lapsed,100000,242.42,Monthly,Preferred,Full Underwriting,WV,41,Never,Credit Card,N
POL0004716,APP0006670,CUST0002662,PRD_TERM20,AGT00301,2023-07-03,Active,850000,1448.75,Monthly,Preferred Plus,Full Underwriting,CT,47,Never,ACH,N
POL0004717,APP0006671,CUST0006672,PRD_TERM20,AGT00139,2023-09-01,Active,1400000,6224.27,Monthly,Table 2,Simplified,NJ,58,Never,Direct Bill,N
