coverage_id,policy_id,coverage_type,coverage_amount,annual_rider_premium,coverage_status
COV00008240,POL0005212,Waiver of Premium,0,14.14,Active
COV00008241,POL0005213,Base Death Benefit,300000,0.00,Active
COV00008242,POL0005213,Waiver of Premium,0,221.76,Active
COV00008243,POL0005214,Base Death Benefit,200000,0.00,Active
COV00008244,POL0005214,Waiver of Premium,0,35.47,Active
COV00008245,POL0005215,Base Death Benefit,300000,0.00,Active
COV00008246,POL0005216,Base Death Benefit,425000,0.00,Active
COV00008247,POL0005217,Base Death Benefit,850000,0.00,Active
COV00008248,POL0005218,Base Death Benefit,850000,0.00,Active
COV00008249,POL0005219,Base Death Benefit,1400000,0.00,Active
COV00008250,POL0005220,Base Death Benefit,300000,0.00,Active
COV00008251,POL0005221,Base Death Benefit,125000,0.00,Active
COV00008252,POL0005221,Chronic Illness Rider,0,163.69,Active
COV00008253,POL0005222,Base Death Benefit,2300000,0.00,Active
COV00008254,POL0005223,Base Death Benefit,1100000,0.00,Active
COV00008255,POL0005224,Base Death Benefit,1450000,0.00,Active
COV00008256,POL0005225,Base Death Benefit,100000,0.00,Active
COV00008257,POL0005226,Base Death Benefit,850000,0.00,Active
COV00008258,POL0005226,Accidental Death Benefit,850000,102.00,Active
COV00008259,POL0005227,Base Death Benefit,575000,0.00,Active
COV00008260,POL0005228,Base Death Benefit,350000,0.00,Active
COV00008261,POL0005228,Accidental Death Benefit,350000,42.00,Active
COV00008262,POL0005229,Base Death Benefit,1000000,0.00,Active
COV00008263,POL0005229,Waiver of Premium,0,280.00,Active
COV00008264,POL0005230,Base Death Benefit,575000,0.00,Active
COV00008265,POL0005231,Base Death Benefit,225000,0.00,Active
COV00008266,POL0005231,Waiver of Premium,0,35.69,Active
COV00008267,POL0005232,Base Death Benefit,850000,0.00,Active
COV00008268,POL0005233,Base Death Benefit,575000,0.00,Active
COV00008269,POL0005234,Base Death Benefit,1700000,0.00,Active
COV00008270,POL0005235,Base Death Benefit,200000,0.00,Active
COV00008271,POL0005235,Accidental Death Benefit,200000,24.00,Active
COV00008272,POL0005236,Base Death Benefit,650000,0.00,Active
COV00008273,POL0005236,Waiver of Premium,0,280.00,Active
COV00008274,POL0005237,Base Death Benefit,1450000,0.00,Active
COV00008275,POL0005238,Base Death Benefit,150000,0.00,Active
COV00008276,POL0005239,Base Death Benefit,2000000,0.00,Active
COV00008277,POL0005240,Base Death Benefit,425000,0.00,Active
COV00008278,POL0005241,Base Death Benefit,1000000,0.00,Active
COV00008279,POL0005241,Waiver of Premium,0,280.00,Active
COV00008280,POL0005242,Base Death Benefit,150000,0.00,Active
COV00008281,POL0005242,Waiver of Premium,0,24.15,Active
COV00008282,POL0005243,Base Death Benefit,1000000,0.00,Active
COV00008283,POL0005243,Waiver of Premium,0,280.00,Active
COV00008284,POL0005243,Chronic Illness Rider,0,520.00,Active
COV00008285,POL0005244,Base Death Benefit,650000,0.00,Active
COV00008286,POL0005245,Base Death Benefit,125000,0.00,Active
COV00008287,POL0005245,Waiver of Premium,0,24.72,Active
COV00008288,POL0005246,Base Death Benefit,850000,0.00,Active
COV00008289,POL0005247,Base Death Benefit,300000,0.00,Active
COV00008290,POL0005248,Base Death Benefit,75000,0.00,Active
COV00008291,POL0005248,Waiver of Premium,0,60.48,Active
COV00008292,POL0005248,Accidental Death Benefit,75000,9.00,Active
COV00008293,POL0005249,Base Death Benefit,100000,0.00,Active
COV00008294,POL0005249,Accidental Death Benefit,100000,12.00,Active
COV00008295,POL0005250,Base Death Benefit,400000,0.00,Active
COV00008296,POL0005250,Waiver of Premium,0,51.76,Active
COV00008297,POL0005251,Base Death Benefit,275000,0.00,Active
COV00008298,POL0005251,Waiver of Premium,0,24.07,Active
COV00008299,POL0005251,Accidental Death Benefit,275000,33.00,Active
COV00008300,POL0005252,Base Death Benefit,200000,0.00,Active
COV00008301,POL0005253,Base Death Benefit,100000,0.00,Active
COV00008302,POL0005253,Accidental Death Benefit,100000,12.00,Active
COV00008303,POL0005254,Base Death Benefit,75000,0.00,Active
COV00008304,POL0005255,Base Death Benefit,125000,0.00,Active
COV00008305,POL0005255,Accidental Death Benefit,125000,15.00,Active
COV00008306,POL0005256,Base Death Benefit,200000,0.00,Active
COV00008307,POL0005257,Base Death Benefit,25000,0.00,Active
COV00008308,POL0005258,Base Death Benefit,25000,0.00,Active
COV00008309,POL0005259,Base Death Benefit,275000,0.00,Active
COV00008310,POL0005260,Base Death Benefit,125000,0.00,Active
COV00008311,POL0005261,Base Death Benefit,650000,0.00,Active
COV00008312,POL0005262,Base Death Benefit,2300000,0.00,Active
COV00008313,POL0005262,Waiver of Premium,0,280.00,Active
COV00008314,POL0005262,Accidental Death Benefit,2300000,220.00,Active
COV00008315,POL0005263,Base Death Benefit,125000,0.00,Active
COV00008316,POL0005264,Base Death Benefit,650000,0.00,Active
COV00008317,POL0005265,Base Death Benefit,1450000,0.00,Active
COV00008318,POL0005265,Accidental Death Benefit,1450000,174.00,Active
COV00008319,POL0005266,Base Death Benefit,100000,0.00,Active
COV00008320,POL0005266,Waiver of Premium,0,12.78,Active
COV00008321,POL0005267,Base Death Benefit,400000,0.00,Active
COV00008322,POL0005267,Waiver of Premium,0,108.84,Active
COV00008323,POL0005268,Base Death Benefit,850000,0.00,Active
COV00008324,POL0005268,Waiver of Premium,0,280.00,Active
COV00008325,POL0005269,Base Death Benefit,150000,0.00,Active
COV00008326,POL0005269,Chronic Illness Rider,0,87.99,Active
COV00008327,POL0005269,Accidental Death Benefit,150000,18.00,Active
COV00008328,POL0005270,Base Death Benefit,850000,0.00,Active
COV00008329,POL0005271,Base Death Benefit,75000,0.00,Active
COV00008330,POL0005272,Base Death Benefit,100000,0.00,Active
COV00008331,POL0005272,Waiver of Premium,0,66.50,Active
COV00008332,POL0005272,Chronic Illness Rider,0,83.13,Active
COV00008333,POL0005273,Base Death Benefit,1500000,0.00,Active
COV00008334,POL0005274,Base Death Benefit,1150000,0.00,Active
COV00008335,POL0005275,Base Death Benefit,50000,0.00,Active
COV00008336,POL0005276,Base Death Benefit,725000,0.00,Active
COV00008337,POL0005277,Base Death Benefit,850000,0.00,Active
COV00008338,POL0005278,Base Death Benefit,125000,0.00,Active
COV00008339,POL0005279,Base Death Benefit,100000,0.00,Active
COV00008340,POL0005279,Waiver of Premium,0,62.41,Active
COV00008341,POL0005279,Chronic Illness Rider,0,78.01,Active
COV00008342,POL0005280,Base Death Benefit,100000,0.00,Active
COV00008343,POL0005280,Waiver of Premium,0,38.49,Active
COV00008344,POL0005281,Base Death Benefit,650000,0.00,Active
COV00008345,POL0005282,Base Death Benefit,850000,0.00,Active
COV00008346,POL0005283,Base Death Benefit,850000,0.00,Active
COV00008347,POL0005284,Base Death Benefit,200000,0.00,Active
COV00008348,POL0005284,Waiver of Premium,0,47.10,Active
COV00008349,POL0005285,Base Death Benefit,100000,0.00,Active
COV00008350,POL0005286,Base Death Benefit,125000,0.00,Active
COV00008351,POL0005287,Base Death Benefit,10000,0.00,Active
COV00008352,POL0005288,Base Death Benefit,650000,0.00,Active
COV00008353,POL0005288,Waiver of Premium,0,256.17,Active
COV00008354,POL0005288,Accidental Death Benefit,650000,78.00,Active
COV00008355,POL0005289,Base Death Benefit,200000,0.00,Active
COV00008356,POL0005289,Accidental Death Benefit,200000,24.00,Active
COV00008357,POL0005290,Base Death Benefit,725000,0.00,Active
COV00008358,POL0005291,Base Death Benefit,225000,0.00,Active
COV00008359,POL0005292,Base Death Benefit,125000,0.00,Active
COV00008360,POL0005292,Waiver of Premium,0,67.56,Active
COV00008361,POL0005292,Chronic Illness Rider,0,84.45,Active
COV00008362,POL0005292,Accidental Death Benefit,125000,15.00,Active
COV00008363,POL0005293,Base Death Benefit,20000,0.00,Active
COV00008364,POL0005294,Base Death Benefit,200000,0.00,Active
COV00008365,POL0005294,Waiver of Premium,0,280.00,Active
COV00008366,POL0005294,Accidental Death Benefit,200000,24.00,Active
COV00008367,POL0005295,Base Death Benefit,850000,0.00,Active
COV00008368,POL0005296,Base Death Benefit,550000,0.00,Active
COV00008369,POL0005296,Chronic Illness Rider,0,520.00,Active
COV00008370,POL0005297,Base Death Benefit,75000,0.00,Active
COV00008371,POL0005298,Base Death Benefit,1100000,0.00,Active
COV00008372,POL0005298,Waiver of Premium,0,280.00,Active
COV00008373,POL0005299,Base Death Benefit,100000,0.00,Active
COV00008374,POL0005299,Waiver of Premium,0,12.78,Active
COV00008375,POL0005300,Base Death Benefit,150000,0.00,Active
COV00008376,POL0005301,Base Death Benefit,425000,0.00,Active
COV00008377,POL0005301,Waiver of Premium,0,201.78,Active
COV00008378,POL0005302,Base Death Benefit,550000,0.00,Active
COV00008379,POL0005302,Accidental Death Benefit,550000,66.00,Active
COV00008380,POL0005303,Base Death Benefit,150000,0.00,Active
COV00008381,POL0005303,Waiver of Premium,0,23.05,Active
COV00008382,POL0005304,Base Death Benefit,575000,0.00,Active
COV00008383,POL0005304,Waiver of Premium,0,280.00,Active
COV00008384,POL0005305,Base Death Benefit,125000,0.00,Active
COV00008385,POL0005305,Chronic Illness Rider,0,76.36,Active
COV00008386,POL0005306,Base Death Benefit,425000,0.00,Active
COV00008387,POL0005306,Waiver of Premium,0,69.94,Active
COV00008388,POL0005307,Base Death Benefit,200000,0.00,Active
COV00008389,POL0005308,Base Death Benefit,125000,0.00,Active
COV00008390,POL0005309,Base Death Benefit,1050000,0.00,Active
COV00008391,POL0005309,Accidental Death Benefit,1050000,126.00,Active
COV00008392,POL0005310,Base Death Benefit,550000,0.00,Active
COV00008393,POL0005311,Base Death Benefit,425000,0.00,Active
COV00008394,POL0005312,Base Death Benefit,1725000,0.00,Active
COV00008395,POL0005313,Base Death Benefit,175000,0.00,Active
COV00008396,POL0005314,Base Death Benefit,300000,0.00,Active
COV00008397,POL0005314,Accidental Death Benefit,300000,36.00,Active
COV00008398,POL0005315,Base Death Benefit,150000,0.00,Active
COV00008399,POL0005315,Waiver of Premium,0,34.58,Active
COV00008400,POL0005316,Base Death Benefit,100000,0.00,Active
COV00008401,POL0005317,Base Death Benefit,850000,0.00,Active
COV00008402,POL0005318,Base Death Benefit,125000,0.00,Active
COV00008403,POL0005319,Base Death Benefit,1100000,0.00,Active
COV00008404,POL0005320,Base Death Benefit,175000,0.00,Active
COV00008405,POL0005320,Waiver of Premium,0,22.26,Active
COV00008406,POL0005321,Base Death Benefit,1000000,0.00,Active
COV00008407,POL0005321,Waiver of Premium,0,280.00,Active
COV00008408,POL0005322,Base Death Benefit,850000,0.00,Active
COV00008409,POL0005322,Accidental Death Benefit,850000,102.00,Active
COV00008410,POL0005323,Base Death Benefit,1275000,0.00,Active
COV00008411,POL0005323,Waiver of Premium,0,196.04,Active
COV00008412,POL0005324,Base Death Benefit,125000,0.00,Active
COV00008413,POL0005324,Accidental Death Benefit,125000,15.00,Active
COV00008414,POL0005325,Base Death Benefit,2000000,0.00,Active
COV00008415,POL0005326,Base Death Benefit,300000,0.00,Active
COV00008416,POL0005327,Base Death Benefit,650000,0.00,Active
COV00008417,POL0005328,Base Death Benefit,150000,0.00,Active
COV00008418,POL0005328,Accidental Death Benefit,150000,18.00,Active
COV00008419,POL0005329,Base Death Benefit,1275000,0.00,Active
COV00008420,POL0005329,Waiver of Premium,0,194.60,Active
COV00008421,POL0005330,Base Death Benefit,650000,0.00,Active
COV00008422,POL0005331,Base Death Benefit,650000,0.00,Active
COV00008423,POL0005332,Base Death Benefit,50000,0.00,Active
COV00008424,POL0005333,Base Death Benefit,850000,0.00,Active
COV00008425,POL0005333,Waiver of Premium,0,280.00,Active
COV00008426,POL0005334,Base Death Benefit,75000,0.00,Active
COV00008427,POL0005334,Waiver of Premium,0,56.83,Active
COV00008428,POL0005335,Base Death Benefit,75000,0.00,Active
COV00008429,POL0005336,Base Death Benefit,225000,0.00,Active
COV00008430,POL0005336,Waiver of Premium,0,62.26,Active
COV00008431,POL0005336,Accidental Death Benefit,225000,27.00,Active
COV00008432,POL0005337,Base Death Benefit,575000,0.00,Active
COV00008433,POL0005338,Base Death Benefit,425000,0.00,Active
COV00008434,POL0005339,Base Death Benefit,1100000,0.00,Active
COV00008435,POL0005340,Base Death Benefit,825000,0.00,Active
COV00008436,POL0005341,Base Death Benefit,200000,0.00,Active
COV00008437,POL0005342,Base Death Benefit,400000,0.00,Active
COV00008438,POL0005343,Base Death Benefit,125000,0.00,Active
COV00008439,POL0005344,Base Death Benefit,650000,0.00,Active
COV00008440,POL0005344,Accidental Death Benefit,650000,78.00,Active
COV00008441,POL0005345,Base Death Benefit,150000,0.00,Active
COV00008442,POL0005345,Accidental Death Benefit,150000,18.00,Active
COV00008443,POL0005346,Base Death Benefit,1100000,0.00,Active
COV00008444,POL0005346,Chronic Illness Rider,0,520.00,Active
COV00008445,POL0005347,Base Death Benefit,850000,0.00,Active
COV00008446,POL0005347,Chronic Illness Rider,0,520.00,Active
COV00008447,POL0005348,Base Death Benefit,850000,0.00,Active
COV00008448,POL0005348,Accidental Death Benefit,850000,102.00,Active
COV00008449,POL0005349,Base Death Benefit,650000,0.00,Active
COV00008450,POL0005349,Waiver of Premium,0,63.69,Active
COV00008451,POL0005350,Base Death Benefit,50000,0.00,Active
COV00008452,POL0005351,Base Death Benefit,225000,0.00,Active
COV00008453,POL0005351,Accidental Death Benefit,225000,27.00,Active
COV00008454,POL0005352,Base Death Benefit,75000,0.00,Active
COV00008455,POL0005353,Base Death Benefit,275000,0.00,Active
COV00008456,POL0005354,Base Death Benefit,75000,0.00,Active
COV00008457,POL0005354,Waiver of Premium,0,61.43,Active
COV00008458,POL0005355,Base Death Benefit,275000,0.00,Active
COV00008459,POL0005355,Accidental Death Benefit,275000,33.00,Active
COV00008460,POL0005356,Base Death Benefit,925000,0.00,Active
COV00008461,POL0005356,Waiver of Premium,0,108.20,Active
COV00008462,POL0005356,Accidental Death Benefit,925000,111.00,Active
COV00008463,POL0005357,Base Death Benefit,2500000,0.00,Active
COV00008464,POL0005358,Base Death Benefit,1150000,0.00,Active
COV00008465,POL0005358,Waiver of Premium,0,121.34,Active
COV00008466,POL0005359,Base Death Benefit,150000,0.00,Active
COV00008467,POL0005360,Base Death Benefit,125000,0.00,Active
COV00008468,POL0005361,Base Death Benefit,275000,0.00,Active
COV00008469,POL0005361,Waiver of Premium,0,59.42,Active
COV00008470,POL0005362,Base Death Benefit,125000,0.00,Active
COV00008471,POL0005362,Waiver of Premium,0,44.70,Active
COV00008472,POL0005363,Base Death Benefit,225000,0.00,Active
COV00008473,POL0005364,Base Death Benefit,125000,0.00,Active
COV00008474,POL0005365,Base Death Benefit,1000000,0.00,Active
COV00008475,POL0005365,Waiver of Premium,0,280.00,Active
COV00008476,POL0005365,Accidental Death Benefit,1000000,120.00,Active
COV00008477,POL0005366,Base Death Benefit,125000,0.00,Active
COV00008478,POL0005366,Chronic Illness Rider,0,61.48,Active
COV00008479,POL0005367,Base Death Benefit,200000,0.00,Active
COV00008480,POL0005368,Base Death Benefit,1100000,0.00,Active
COV00008481,POL0005368,Waiver of Premium,0,280.00,Active
COV00008482,POL0005369,Base Death Benefit,1000000,0.00,Active
COV00008483,POL0005370,Base Death Benefit,350000,0.00,Active
COV00008484,POL0005371,Base Death Benefit,1100000,0.00,Active
COV00008485,POL0005371,Accidental Death Benefit,1100000,132.00,Active
COV00008486,POL0005372,Base Death Benefit,200000,0.00,Active
COV00008487,POL0005372,Waiver of Premium,0,20.46,Active
COV00008488,POL0005373,Base Death Benefit,725000,0.00,Active
COV00008489,POL0005374,Base Death Benefit,400000,0.00,Active
COV00008490,POL0005375,Base Death Benefit,2000000,0.00,Active
COV00008491,POL0005375,Accidental Death Benefit,2000000,220.00,Active
COV00008492,POL0005376,Base Death Benefit,1450000,0.00,Active
COV00008493,POL0005376,Waiver of Premium,0,96.68,Active
COV00008494,POL0005377,Base Death Benefit,275000,0.00,Active
COV00008495,POL0005377,Accidental Death Benefit,275000,33.00,Active
COV00008496,POL0005378,Base Death Benefit,650000,0.00,Active
COV00008497,POL0005378,Accidental Death Benefit,650000,78.00,Active
COV00008498,POL0005379,Base Death Benefit,175000,0.00,Active
COV00008499,POL0005379,Waiver of Premium,0,130.35,Active
COV00008500,POL0005379,Chronic Illness Rider,0,162.94,Active
COV00008501,POL0005380,Base Death Benefit,650000,0.00,Active
COV00008502,POL0005380,Waiver of Premium,0,156.65,Active
COV00008503,POL0005381,Base Death Benefit,1000000,0.00,Active
COV00008504,POL0005382,Base Death Benefit,200000,0.00,Active
COV00008505,POL0005382,Waiver of Premium,0,18.97,Active
COV00008506,POL0005383,Base Death Benefit,175000,0.00,Active
COV00008507,POL0005384,Base Death Benefit,50000,0.00,Active
COV00008508,POL0005384,Accidental Death Benefit,50000,6.00,Active
COV00008509,POL0005385,Base Death Benefit,1100000,0.00,Active
COV00008510,POL0005385,Chronic Illness Rider,0,520.00,Active
COV00008511,POL0005386,Base Death Benefit,10000,0.00,Active
COV00008512,POL0005387,Base Death Benefit,150000,0.00,Active
COV00008513,POL0005388,Base Death Benefit,850000,0.00,Active
COV00008514,POL0005388,Waiver of Premium,0,79.79,Active
COV00008515,POL0005389,Base Death Benefit,850000,0.00,Active
COV00008516,POL0005390,Base Death Benefit,400000,0.00,Active
COV00008517,POL0005390,Waiver of Premium,0,280.00,Active
COV00008518,POL0005391,Base Death Benefit,125000,0.00,Active
COV00008519,POL0005391,Accidental Death Benefit,125000,15.00,Active
COV00008520,POL0005392,Base Death Benefit,125000,0.00,Active
COV00008521,POL0005392,Waiver of Premium,0,21.21,Active
COV00008522,POL0005393,Base Death Benefit,200000,0.00,Active
COV00008523,POL0005393,Waiver of Premium,0,183.67,Active
COV00008524,POL0005394,Base Death Benefit,1150000,0.00,Active
COV00008525,POL0005395,Base Death Benefit,1150000,0.00,Active
COV00008526,POL0005395,Accidental Death Benefit,1150000,138.00,Active
COV00008527,POL0005396,Base Death Benefit,175000,0.00,Active
COV00008528,POL0005397,Base Death Benefit,125000,0.00,Active
COV00008529,POL0005398,Base Death Benefit,425000,0.00,Active
COV00008530,POL0005398,Accidental Death Benefit,425000,51.00,Active
COV00008531,POL0005399,Base Death Benefit,275000,0.00,Active
COV00008532,POL0005400,Base Death Benefit,125000,0.00,Active
COV00008533,POL0005400,Waiver of Premium,0,38.56,Active
COV00008534,POL0005401,Base Death Benefit,200000,0.00,Active
COV00008535,POL0005401,Waiver of Premium,0,280.00,Active
COV00008536,POL0005401,Chronic Illness Rider,0,367.24,Active
COV00008537,POL0005402,Base Death Benefit,175000,0.00,Active
COV00008538,POL0005403,Base Death Benefit,200000,0.00,Active
COV00008539,POL0005404,Base Death Benefit,725000,0.00,Active
COV00008540,POL0005405,Base Death Benefit,850000,0.00,Active
COV00008541,POL0005406,Base Death Benefit,575000,0.00,Active
COV00008542,POL0005407,Base Death Benefit,925000,0.00,Active
COV00008543,POL0005408,Base Death Benefit,1150000,0.00,Active
COV00008544,POL0005409,Base Death Benefit,100000,0.00,Active
COV00008545,POL0005409,Waiver of Premium,0,19.32,Active
COV00008546,POL0005410,Base Death Benefit,75000,0.00,Active
COV00008547,POL0005411,Base Death Benefit,1150000,0.00,Active
COV00008548,POL0005412,Base Death Benefit,1800000,0.00,Active
COV00008549,POL0005413,Base Death Benefit,850000,0.00,Active
COV00008550,POL0005413,Waiver of Premium,0,88.50,Active
COV00008551,POL0005414,Base Death Benefit,150000,0.00,Active
COV00008552,POL0005414,Waiver of Premium,0,169.63,Active
COV00008553,POL0005415,Base Death Benefit,125000,0.00,Active
COV00008554,POL0005415,Chronic Illness Rider,0,136.99,Active
COV00008555,POL0005416,Base Death Benefit,100000,0.00,Active
COV00008556,POL0005417,Base Death Benefit,2300000,0.00,Active
COV00008557,POL0005417,Chronic Illness Rider,0,520.00,Active
COV00008558,POL0005418,Base Death Benefit,225000,0.00,Active
COV00008559,POL0005418,Waiver of Premium,0,38.84,Active
COV00008560,POL0005419,Base Death Benefit,100000,0.00,Active
COV00008561,POL0005419,Accidental Death Benefit,100000,12.00,Active
COV00008562,POL0005420,Base Death Benefit,850000,0.00,Active
COV00008563,POL0005421,Base Death Benefit,200000,0.00,Active
COV00008564,POL0005422,Base Death Benefit,850000,0.00,Active
COV00008565,POL0005423,Base Death Benefit,1150000,0.00,Active
COV00008566,POL0005424,Base Death Benefit,175000,0.00,Active
COV00008567,POL0005424,Accidental Death Benefit,175000,21.00,Active
COV00008568,POL0005425,Base Death Benefit,75000,0.00,Active
COV00008569,POL0005425,Waiver of Premium,0,198.23,Active
COV00008570,POL0005425,Chronic Illness Rider,0,247.79,Active
COV00008571,POL0005426,Base Death Benefit,125000,0.00,Active
COV00008572,POL0005427,Base Death Benefit,125000,0.00,Active
COV00008573,POL0005428,Base Death Benefit,450000,0.00,Active
COV00008574,POL0005428,Waiver of Premium,0,67.38,Active
COV00008575,POL0005429,Base Death Benefit,1000000,0.00,Active
COV00008576,POL0005429,Waiver of Premium,0,280.00,Active
COV00008577,POL0005429,Accidental Death Benefit,1000000,120.00,Active
COV00008578,POL0005430,Base Death Benefit,20000,0.00,Active
COV00008579,POL0005430,Accidental Death Benefit,20000,2.40,Active
COV00008580,POL0005431,Base Death Benefit,1100000,0.00,Active
COV00008581,POL0005431,Waiver of Premium,0,95.48,Active
COV00008582,POL0005432,Base Death Benefit,150000,0.00,Active
COV00008583,POL0005433,Base Death Benefit,125000,0.00,Active
COV00008584,POL0005433,Waiver of Premium,0,45.39,Active
COV00008585,POL0005433,Accidental Death Benefit,125000,15.00,Active
COV00008586,POL0005434,Base Death Benefit,1450000,0.00,Active
COV00008587,POL0005434,Waiver of Premium,0,280.00,Active
COV00008588,POL0005435,Base Death Benefit,75000,0.00,Active
COV00008589,POL0005435,Waiver of Premium,0,135.92,Active
COV00008590,POL0005436,Base Death Benefit,100000,0.00,Active
COV00008591,POL0005437,Base Death Benefit,650000,0.00,Active
COV00008592,POL0005438,Base Death Benefit,1050000,0.00,Active
COV00008593,POL0005438,Accidental Death Benefit,1050000,126.00,Active
COV00008594,POL0005439,Base Death Benefit,1150000,0.00,Active
COV00008595,POL0005440,Base Death Benefit,1050000,0.00,Active
COV00008596,POL0005440,Waiver of Premium,0,280.00,Active
COV00008597,POL0005440,Accidental Death Benefit,1050000,126.00,Active
COV00008598,POL0005441,Base Death Benefit,850000,0.00,Active
COV00008599,POL0005441,Accidental Death Benefit,850000,102.00,Active
COV00008600,POL0005442,Base Death Benefit,150000,0.00,Active
COV00008601,POL0005443,Base Death Benefit,425000,0.00,Active
COV00008602,POL0005443,Waiver of Premium,0,207.36,Active
COV00008603,POL0005443,Accidental Death Benefit,425000,51.00,Active
COV00008604,POL0005444,Base Death Benefit,100000,0.00,Active
COV00008605,POL0005444,Waiver of Premium,0,106.60,Active
COV00008606,POL0005445,Base Death Benefit,1500000,0.00,Active
COV00008607,POL0005445,Waiver of Premium,0,280.00,Active
COV00008608,POL0005446,Base Death Benefit,100000,0.00,Active
COV00008609,POL0005447,Base Death Benefit,125000,0.00,Active
COV00008610,POL0005447,Waiver of Premium,0,11.93,Active
COV00008611,POL0005448,Base Death Benefit,725000,0.00,Active
COV00008612,POL0005449,Base Death Benefit,925000,0.00,Active
COV00008613,POL0005449,Waiver of Premium,0,280.00,Active
COV00008614,POL0005449,Chronic Illness Rider,0,520.00,Active
COV00008615,POL0005450,Base Death Benefit,200000,0.00,Active
COV00008616,POL0005450,Accidental Death Benefit,200000,24.00,Active
COV00008617,POL0005451,Base Death Benefit,150000,0.00,Active
COV00008618,POL0005452,Base Death Benefit,650000,0.00,Active
COV00008619,POL0005453,Base Death Benefit,425000,0.00,Active
COV00008620,POL0005453,Accidental Death Benefit,425000,51.00,Active
COV00008621,POL0005454,Base Death Benefit,150000,0.00,Active
COV00008622,POL0005454,Accidental Death Benefit,150000,18.00,Active
COV00008623,POL0005455,Base Death Benefit,300000,0.00,Active
COV00008624,POL0005455,Waiver of Premium,0,125.44,Active
COV00008625,POL0005456,Base Death Benefit,125000,0.00,Active
COV00008626,POL0005457,Base Death Benefit,1000000,0.00,Active
COV00008627,POL0005457,Waiver of Premium,0,280.00,Active
COV00008628,POL0005458,Base Death Benefit,725000,0.00,Active
COV00008629,POL0005459,Base Death Benefit,125000,0.00,Active
COV00008630,POL0005460,Base Death Benefit,650000,0.00,Active
COV00008631,POL0005460,Waiver of Premium,0,65.92,Active
COV00008632,POL0005461,Base Death Benefit,1150000,0.00,Active
COV00008633,POL0005462,Base Death Benefit,200000,0.00,Active
COV00008634,POL0005462,Waiver of Premium,0,46.13,Active
COV00008635,POL0005463,Base Death Benefit,125000,0.00,Active
COV00008636,POL0005463,Accidental Death Benefit,125000,15.00,Active
COV00008637,POL0005464,Base Death Benefit,425000,0.00,Active
COV00008638,POL0005464,Chronic Illness Rider,0,142.31,Active
COV00008639,POL0005464,Accidental Death Benefit,425000,51.00,Active
COV00008640,POL0005465,Base Death Benefit,700000,0.00,Active
COV00008641,POL0005466,Base Death Benefit,425000,0.00,Active
COV00008642,POL0005467,Base Death Benefit,1150000,0.00,Active
COV00008643,POL0005467,Waiver of Premium,0,115.38,Active
COV00008644,POL0005468,Base Death Benefit,650000,0.00,Active
COV00008645,POL0005468,Waiver of Premium,0,72.46,Active
COV00008646,POL0005468,Accidental Death Benefit,650000,78.00,Active
COV00008647,POL0005469,Base Death Benefit,425000,0.00,Active
COV00008648,POL0005470,Base Death Benefit,1050000,0.00,Active
COV00008649,POL0005471,Base Death Benefit,825000,0.00,Active
COV00008650,POL0005472,Base Death Benefit,150000,0.00,Active
COV00008651,POL0005473,Base Death Benefit,350000,0.00,Active
COV00008652,POL0005474,Base Death Benefit,275000,0.00,Active
COV00008653,POL0005474,Waiver of Premium,0,50.33,Active
COV00008654,POL0005474,Accidental Death Benefit,275000,33.00,Active
COV00008655,POL0005475,Base Death Benefit,850000,0.00,Active
COV00008656,POL0005475,Waiver of Premium,0,280.00,Active
COV00008657,POL0005476,Base Death Benefit,175000,0.00,Active
COV00008658,POL0005476,Waiver of Premium,0,33.42,Active
COV00008659,POL0005477,Base Death Benefit,125000,0.00,Active
COV00008660,POL0005478,Base Death Benefit,550000,0.00,Active
COV00008661,POL0005478,Waiver of Premium,0,73.34,Active
COV00008662,POL0005479,Base Death Benefit,850000,0.00,Active
COV00008663,POL0005479,Waiver of Premium,0,280.00,Active
COV00008664,POL0005480,Base Death Benefit,850000,0.00,Active
COV00008665,POL0005481,Base Death Benefit,275000,0.00,Active
COV00008666,POL0005482,Base Death Benefit,650000,0.00,Active
COV00008667,POL0005483,Base Death Benefit,125000,0.00,Active
COV00008668,POL0005483,Waiver of Premium,0,13.54,Active
COV00008669,POL0005484,Base Death Benefit,650000,0.00,Active
COV00008670,POL0005485,Base Death Benefit,550000,0.00,Active
COV00008671,POL0005485,Waiver of Premium,0,273.53,Active
COV00008672,POL0005486,Base Death Benefit,175000,0.00,Active
COV00008673,POL0005487,Base Death Benefit,1275000,0.00,Active
COV00008674,POL0005488,Base Death Benefit,175000,0.00,Active
COV00008675,POL0005489,Base Death Benefit,400000,0.00,Active
COV00008676,POL0005489,Waiver of Premium,0,46.06,Active
COV00008677,POL0005490,Base Death Benefit,175000,0.00,Active
COV00008678,POL0005490,Accidental Death Benefit,175000,21.00,Active
COV00008679,POL0005491,Base Death Benefit,275000,0.00,Active
COV00008680,POL0005492,Base Death Benefit,725000,0.00,Active
COV00008681,POL0005492,Waiver of Premium,0,96.35,Active
COV00008682,POL0005493,Base Death Benefit,125000,0.00,Active
COV00008683,POL0005494,Base Death Benefit,175000,0.00,Active
COV00008684,POL0005495,Base Death Benefit,100000,0.00,Active
COV00008685,POL0005496,Base Death Benefit,100000,0.00,Active
COV00008686,POL0005497,Base Death Benefit,20000,0.00,Active
